"ID","Player","Team","Position","RkOv","Status","Roster Status","Age","Salary","Contract","Score","Ros","+/-"
"*05ajh*","Garrett Crochet","BOS","SP","1","LEX","Active","26","8","2nd","100","-","-"
"*03ynj*","Juan Soto","NYM","OF","2","NJ","Active","27","66","1st","100","-","-"
"*04ptt*","Tarik Skubal","DET","SP","3","NJ","Active","29","20","5th","98.22","-","-"
"*02i2j*","Max Fried","NYY","SP","4","SHS","Active","32","16","2025","97.57","-","-"
"*02my5*","Edwin Diaz","NYM","RP","5","LEX","Active","31","1","2027","97.44","-","-"
"*05y62*","Bryan Woo","SEA","SP","6","RUM","Active","25","11","2026","96.88","-","-"
"*01gya*","Aroldis Chapman","BOS","RP","7","RUM","Active","37","14","2nd","96.66","-","-"
"*02c2r*","Carlos Rodon","NYY","SP","8","ISO","Active","33","11","2025","96.64","-","-"
"*03dc4*","Freddy Peralta","MIL","SP","9","LEX","Active","29","30","1st","96.27","-","-"
"*04apj*","Jhoan Duran","MIN/PHI","RP","10","YRK","Active","28","6","2027","95.59","-","-"
"*052c8*","Cristopher Sanchez","PHI","SP","11","SML","Active","29","7","2025","94.66","-","-"
"*02yc4*","Shohei Ohtani","LAD","UT,SP","12","ISO","Active","31","49","2025","94.61","-","-"
"*05144*","Hunter Brown","HOU","SP","13","MCM","Active","27","14","2027","94.54","-","-"
"*05wru*","Paul Skenes","PIT","SP","14","YRK","Active","23","10","2nd","94.45","-","-"
"*05r8n*","Yoshinobu Yamamoto","LAD","SP","15","MCM","Active","27","38","2nd","94.01","-","-"
"*05r01*","Robert Suarez","SD","RP","16","KEN","Active","34","34","1st","93.9","-","-"
"*0316j*","Nick Pivetta","SD","SP","17","KEN","Active","32","1","2026","93.86","-","-"
"*01ub6*","Jose Ramirez","CLE","3B","18","YRK","Active","33","57","1st","93.84","-","-"
"*04my4*","Cal Raleigh","SEA","C","19","RUM","Active","29","13","2025","93.72","-","-"
"*0403o*","Andres Munoz","SEA","RP","20","MCM","Active","27","8","2028","93.13","-","-"
"*02hjp*","Jacob deGrom","TEX","SP","21","SML","Active","37","1","2nd","92.44","-","-"
"*04fhb*","Julio Rodriguez","SEA","OF","22","SHS","Active","25","30","4th","91.99","-","-"
"*02611*","Francisco Lindor","NYM","SS","23","ISO","Active","32","50","1st","91.95","-","-"
"*01ut7*","Nathan Eovaldi","TEX","SP","24","ISO","Inj Res","35","2","2026","91.95","-","-"
"*02z0s*","Aaron Judge","NYY","OF","25","LEX","Active","33","72","2nd","91.88","-","-"
"*04aqc*","David Bednar","PIT/NYY","RP","27","ISO","Active","31","13","2025","91.42","-","-"
"*03cag*","Kyle Schwarber","PHI","OF","28","SML","Active","32","29","2025","91.35","-","-"
"*04lgp*","Bobby Witt Jr.","KC","SS","29","KEN","Active","25","37","2027","91.08","-","-"
"*031cy*","Emilio Pagan","CIN","RP","30","SHS","Active","34","10","1st","90.29","-","-"
"*02n4s*","Matthew Boyd","CHC","SP","31","SHS","Active","34","6","1st","90.29","-","-"
"*03mnq*","Carlos Estevez","KC","RP","32","SML","Active","33","1","2025","90.1","-","-"
"*04y4e*","Corbin Carroll","ARI","OF","33","LEX","Active","25","10","3rd","90.08","-","-"
"*04eor*","Cade Smith","CLE","RP","34","LEX","Active","26","2","1st","90.08","-","-"
"*01sb3*","Zack Wheeler","PHI","SP","35","YRK","Inj Res","35","46","2nd","90.04","-","-"
"*04ps7*","Joe Ryan","MIN","SP","36","LEX","Active","29","34","1st","89.63","-","-"
"*051wv*","Pete Crow-Armstrong","CHC","OF","37","LIL","Active","23","10","2nd","89.62","-","-"
"*043ia*","Adrian Morejon","SD","RP","38","KEN","Active","26","6","1st","89.57","-","-"
"*05udp*","Elly De La Cruz","CIN","SS","39","NJ","Active","24","10","3rd","89.28","-","-"
"*03dbm*","Logan Webb","SF","SP","40","SML","Active","29","12","2026","89.13","-","-"
"*01svz*","Kenley Jansen","LAA","RP","41","SHS","Active","38","19","1st","87.24","-","-"
"*03aqv*","Raisel Iglesias","ATL","RP","42","ECH","Active","36","38","1st","87.17","-","-"
"*04eee*","Drew Rasmussen","TB","SP,RP","43","TWN","Active","30","12","1st","87","-","-"
"*02bqh*","Trevor Story","BOS","SS","44","ECH","Active","33","16","1st","86.84","-","-"
"*04pbq*","Geraldo Perdomo","ARI","SS","45","SHS","Active","26","6","1st","86.47","-","-"
"*04ak5*","Trevor Rogers","BAL","SP","46","YRK","Active","28","6","1st","86.42","-","-"
"*02hj7*","Merrill Kelly","ARI/TEX","SP","47","LRB","Active","37","10","1st","86.36","-","-"
"*041r1*","Jesus Luzardo","PHI","SP","48","FLA","Active","28","20","5th","86.15","-","-"
"*03ann*","Jeff Hoffman","TOR","RP","49","RUM","Active","33","5","2026","86.11","-","-"
"*03zbh*","Fernando Tatis Jr.","SD","OF","50","YRK","Active","27","20","6th","86.08","-","-"
"*02hi7*","Kevin Gausman","TOR","SP","51","ECH","Active","35","18","1st","85.57","-","-"
"*05jq2*","Andrew Abbott","CIN","SP","52","RUM","Active","26","6","1st","85.54","-","-"
"*05ucd*","Mason Miller","ATH/SD","RP","53","NJ","Active","27","21","2028","85.53","-","-"
"*040b5*","Randy Arozarena","SEA","OF","54","RUM","Active","30","37","2026","84.84","-","-"
"*046yd*","Dennis Santana","PIT","RP","55","MCM","Active","29","15","1st","84.82","-","-"
"*03dau*","Trevor Megill","MIL","RP","56","YRK","Inj Res","32","12","2nd","84.52","-","-"
"*02c47*","Shawn Armstrong","TEX","SP,RP","57","YRK","Active","35","5","1st","84.51","-","-"
"*02i2k*","Byron Buxton","MIN","OF","58","LEX","Active","32","16","2nd","84.39","-","-"
"*05xch*","Junior Caminero","TB","1B,3B","59","FLA","Active","22","8","2nd","84.38","-","-"
"*025he*","George Springer","TOR","OF","60","TWN","Active","36","18","1st","84.29","-","-"
"*04auj*","Framber Valdez","HOU","SP","61","SML","Active","32","11","2025","83.77","-","-"
"*05jp7*","Gavin Williams","CLE","SP","62","SHS","Active","26","8","3rd","83.65","-","-"
"*04em6*","Will Vest","DET","RP","63","ISO","Active","30","5","1st","83.59","-","-"
"*01uca*","Chris Sale","ATL","SP","64","TWN","Active","36","38","1st","83.51","-","-"
"*03et8*","Ranger Suarez","PHI","SP","65","WEQ","Active","30","1","2027","83.41","-","-"
"*05gww*","Cade Horton","CHC","SP","66","SHS","Active","24","8","1st","83.38","-","-"
"*03nuc*","Luis Castillo","SEA","SP","67","NJ","Active","33","29","2025","83.26","-","-"
"*03qo0*","Pete Fairbanks","TB","RP","68","ECH","Active","32","7","2027","83.12","-","-"
"*04aea*","Hunter Greene","CIN","SP","69","YRK","Active","26","15","4th","83.11","-","-"
"*041ps*","Nick Lodolo","CIN","SP","70","FLA","Active","27","15","4th","83.02","-","-"
"*02jh6*","Eugenio Suarez","ARI/SEA","1B,3B","71","ISO","Active","34","7","2nd","82.88","-","-"
"*04tzu*","Ronny Henriquez","MIA","RP","72","FLA","Active","25","5","1st","82.61","-","-"
"*025j1*","Robbie Ray","SF","SP","73","MFR","Active","34","11","2025","82.46","-","-"
"*050vn*","Quinn Priester","BOS/MIL","SP,RP","74","RR","Active","25","5","2nd","82.43","-","-"
"*05nso*","Abner Uribe","MIL","RP","75","FLA","Active","25","3","1st","82.27","-","-"
"*031d4*","Zack Littell","TB/CIN","SP","76","RR","Active","30","12","1st","82.25","-","-"
"*02c68*","Trea Turner","PHI","SS","77","MCM","Inj Res","32","36","1st","82.25","-","-"
"*041pz*","Pete Alonso","NYM","1B","78","SML","Active","31","30","6th","82.23","-","-"
"*0512m*","Ryan Pepiot","TB","SP","79","YRK","Active","28","11","2026","82.17","-","-"
"*03pjd*","Josh Naylor","ARI/SEA","1B","80","LEX","Active","28","1","2026","82.16","-","-"
"*05rat*","James Wood","WSH","OF","81","MCM","Active","23","10","2nd","82.09","-","-"
"*03pov*","Brady Singer","CIN","SP","82","FLA","Active","29","7","1st","82.04","-","-"
"*04pmb*","Kris Bubic","KC","SP,RP","84","ISO","Inj Res","28","1","1st","81.88","-","-"
"*025dn*","Christian Yelich","MIL","OF","85","FLA","Active","34","26","2026","81.76","-","-"
"*05ycf*","Noah Cameron","KC","SP","86","MFR","Active","26","5","1st","81.74","-","-"
"*03120*","Cody Bellinger","NYY","1B,OF","87","NJ","Active","30","17","2026","81.62","-","-"
"*030uc*","Rafael Devers","BOS/SF","1B,3B","88","YRK","Active","29","50","1st","81.59","-","-"
"*01svq*","Manny Machado","SD","3B","89","ISO","Active","33","36","1st","81.42","-","-"
"*05ge9*","Shota Imanaga","CHC","SP","90","MFR","Active","32","32","1st","80.53","-","-"
"*04t40*","Brayan Bello","BOS","SP","91","KEN","Active","26","4","1st","80.43","-","-"
"*04yid*","Ryne Nelson","ARI","SP,RP","92","NJ","Active","27","5","1st","80.4","-","-"
"*04b00*","Brice Turang","MIL","2B,SS","93","RUM","Active","26","15","2nd","80.19","-","-"
"*04mlf*","Casey Mize","DET","SP","94","MCM","Active","28","3","1st","80.1","-","-"
"*045qo*","Jazz Chisholm Jr.","NYY","2B,3B,OF","95","NJ","Active","27","20","5th","79.98","-","-"
"*02bx4*","Clay Holmes","NYM","SP,RP","96","LEX","Active","32","26","1st","79.71","-","-"
"*05y23*","Tanner Bibee","CLE","SP","97","MCM","Active","26","8","3rd","79.6","-","-"
"*05tq1*","Spencer Schwellenbach","ATL","SP","98","SML","Inj Res","25","14","2nd","79.59","-","-"
"*01srb*","Jameson Taillon","CHC","SP","99","ROX","Active","34","1","1st","79.58","-","-"
"*03atq*","Willy Adames","SF","SS","100","LIL","Active","30","22","2nd","79.5","-","-"
"*04n0m*","Logan Gilbert","SEA","SP","101","SHS","Active","28","13","2026","79.33","-","-"
"*04tlv*","Bryan Abreu","HOU","RP","102","RUM","Active","28","1","2026","79.15","-","-"
"*04mlr*","Jeffrey Springs","ATH","SP","103","ISO","Active","33","8","1st","78.69","-","-"
"*02mwm*","Matt Olson","ATL","1B","104","LIL","Active","31","45","1st","78.63","-","-"
"*04nb2*","Riley Greene","DET","OF","106","KEN","Active","25","15","4th","78.35","-","-"
"*04qk8*","CJ Abrams","WSH","SS","107","RR","Active","25","30","4th","78.32","-","-"
"*03pje*","Taylor Ward","LAA","OF","108","SHS","Active","32","24","1st","78.18","-","-"
"*050w9*","Gunnar Henderson","BAL","SS","109","ROX","Active","24","8","3rd","78.12","-","-"
"*04e2u*","Brent Rooker","ATH","OF","110","MCM","Active","31","5","2028","78.12","-","-"
"*03pir*","Kyle Tucker","CHC","OF","112","SML","Inj Res","29","30","6th","78.08","-","-"
"*02iug*","Michael Wacha","KC","SP","113","ECH","Active","34","2","2nd","78.05","-","-"
"*04pst*","Jarren Duran","BOS","OF","114","RUM","Active","29","9","2027","78.04","-","-"
"*031ey*","Eric Lauer","TOR","SP,RP","115","MFR","Active","30","5","1st","78","-","-"
"*04eqa*","Garrett Whitlock","BOS","SP,RP","116","RUM","Active","29","1","1st","77.78","-","-"
"*041qo*","Zac Gallen","ARI","SP","117","LIL","Active","30","20","1st","77.65","-","-"
"*02bzn*","Colin Rea","CHC","SP,RP","118","ROX","Active","35","5","1st","77.6","-","-"
"*05184*","Vinnie Pasquantino","KC","1B","120","MCM","Active","28","21","2026","76.63","-","-"
"*03ae8*","Dansby Swanson","CHC","SS","121","LEX","Active","31","24","1st","76.6","-","-"
"*05xu5*","Zach Neto","LAA","SS","122","YRK","Inj Res","24","14","2026","76.41","-","-"
"*02c2h*","Chris Bassitt","TOR","SP","124","SHS","Active","36","7","1st","76.28","-","-"
"*025it*","Jason Adam","SD","RP","125","SML","Active","34","1","1st","76.22","-","-"
"*05y2l*","Emmet Sheehan","LAD","SP","126","YRK","Active","26","12","1st","76.09","-","-"
"*04ali*","Edward Cabrera","MIA","SP","127","TWN","Inj Res","27","5","1st","76.07","-","-"
"*02bq2*","Brandon Nimmo","NYM","OF","128","ISO","Active","32","6","2025","76.04","-","-"
"*031bl*","Kyle Finnegan","WSH/DET","RP","129","NJ","Active","34","7","1st","75.99","-","-"
"*062k5*","Nick Kurtz","ATH","1B","130","KEN","Active","22","10","1st","75.95","-","-"
"*04b02*","Seiya Suzuki","CHC","OF","131","ISO","Active","31","26","2nd","75.94","-","-"
"*06dqb*","Shane Smith","CHW","SP,RP","132","LRB","Active","25","5","1st","75.94","-","-"
"*05g3x*","Maikel Garcia","KC","2B,3B,SS,OF","133","LRB","Active","25","6","2027","75.93","-","-"
"*05m1e*","Jackson Chourio","MIL","OF","135","SML","Active","21","10","2nd","75.88","-","-"
"*03ojr*","Vladimir Guerrero Jr.","TOR","1B","136","SHS","Active","26","30","6th","75.85","-","-"
"*02i37*","Lucas Giolito","BOS","SP","137","RUM","Active","31","1","1st","75.55","-","-"
"*04y9o*","Jack Leiter","TEX","SP","138","LEX","Active","25","10","1st","75.54","-","-"
"*005ih*","Clayton Kershaw","LAD","SP","139","ISO","Active","37","8","1st","75.46","-","-"
"*04t9b*","Michael Busch","CHC","1B","140","TWN","Active","28","17","1st","75.35","-","-"
"*04ru5*","Andy Pages","LAD","OF","142","NJ","Active","25","8","2nd","75.18","-","-"
"*04yie*","George Kirby","SEA","SP","143","RR","Active","27","30","4th","75.12","-","-"
"*06luc*","Jack Dreyer","LAD","SP,RP","144","LIL","Active","26","6","1st","75.07","-","-"
"*031fj*","Gabe Speier","SEA","RP","145","LEX","Active","30","5","1st","75.07","-","-"
"*02myt*","Steven Okert","HOU","SP,RP","146","MFR","Active","34","5","1st","75.06","-","-"
"*05u2v*","Hunter Goodman","COL","C,OF","147","LIL","Active","26","7","1st","75.06","-","-"
"*03qwa*","Phil Maton","STL/TEX","RP","149","ISO","Active","32","5","1st","74.6","-","-"
"*01cgo*","Freddie Freeman","LAD","1B","150","SHS","Active","36","44","2025","74.4","-","-"
"*05u4l*","Daniel Palencia","CHC","RP","151","SML","Active","25","16","1st","74.26","-","-"
"*04q05*","Alex Vesia","LAD","RP","152","SHS","Active","29","21","1st","74.26","-","-"
"*03qju*","Garrett Cleavinger","TB","RP","153","ISO","Active","31","5","1st","74.01","-","-"
"*04o4s*","Shea Langeliers","ATH","C","154","ECH","Active","28","17","2nd","73.81","-","-"
"*04ok0*","Mike Vasil","TB/CHW","SP,RP","155","ROX","Active","25","5","1st","73.75","-","-"
"*0374m*","Tyler Rogers","SF/NYM","RP","156","WEQ","Active","35","7","1st","73.67","-","-"
"*024m0*","Jose Altuve","HOU","2B,OF","157","SML","Active","35","33","1st","73.36","-","-"
"*02bu3*","Brandon Woodruff","MIL","SP","158","ISO","Inj Res","32","8","1st","73.34","-","-"
"*02brc*","Adrian Houser","TEX/CHW/TB","SP,RP","159","NJ","Active","32","5","1st","73.26","-","-"
"*0312g*","Tyler Mahle","TEX","SP","160","MCM","Active","31","5","1st","73.15","-","-"
"*02c5l*","Luke Weaver","NYY","RP","161","FLA","Active","32","5","2nd","73.11","-","-"
"*05gtn*","Tyler Soderstrom","ATH","1B,OF","162","FLA","Active","24","8","2nd","73.02","-","-"
"*04aee*","Jo Adell","LAA","OF","163","KEN","Active","26","6","1st","72.96","-","-"
"*04prt*","Lawrence Butler","ATH","OF","165","WEQ","Active","25","1","2nd","72.81","-","-"
"*04pkr*","Nico Hoerner","CHC","2B,SS","166","MCM","Active","28","14","2025","72.77","-","-"
"*02mwk*","Jose Berrios","TOR","SP","167","LRB","Inj Res","31","11","1st","72.71","-","-"
"*05lg3*","Brandon Pfaadt","ARI","SP","168","RR","Active","27","10","3rd","72.61","-","-"
"*01fh9*","Bryce Harper","PHI","1B","169","FLA","Active","33","47","2026","72.57","-","-"
"*04ew7*","Aaron Ashby","MIL","SP,RP","170","LEX","Active","27","5","1st","72.53","-","-"
"*04yk2*","Spencer Torkelson","DET","1B","171","SHS","Active","26","7","1st","72.5","-","-"
"*02btx*","Tyler Glasnow","LAD","SP","172","ISO","Active","32","50","2nd","72.36","-","-"
"*03m6o*","Yandy Diaz","TB","1B","173","ISO","Active","34","20","1st","72.36","-","-"
"*04ehz*","Jeremiah Estrada","SD","RP","174","LIL","Active","27","5","2nd","72.3","-","-"
"*04z6m*","Agustin Ramirez","MIA","C,1B,OF","175","YRK","Active","24","8","1st","72.29","-","-"
"*02btf*","Mookie Betts","LAD","SS,OF","176","RUM","Active","33","64","1st","72.15","-","-"
"*01u75*","Salvador Perez","KC","C,1B","177","LEX","Active","35","16","2025","72.15","-","-"
"*03zlh*","Oneil Cruz","PIT","SS,OF","180","RUM","Active","27","15","4th","72.05","-","-"
"*02nax*","Matt Strahm","PHI","RP","181","TWN","Active","34","1","2nd","72.05","-","-"
"*03btv*","Sandy Alcantara","MIA","SP","182","LRB","Active","30","1","2nd","71.95","-","-"
"*01sbv*","Shelby Miller","ARI/MIL","RP","183","SHS","Inj Res","35","5","1st","71.93","-","-"
"*03d7h*","Mitch Keller","PIT","SP","185","NJ","Active","29","6","2027","71.68","-","-"
"*04a2t*","Kodai Senga","NYM","SP","186","TWN","Minors","32","25","1st","71.63","-","-"
"*04ug5*","Emmanuel Clase","CLE","RP","187","LRB","Active","27","5","1st","71.62","-","-"
"*05w9g*","Randy Rodriguez","SF","RP","188","SHS","Inj Res","26","11","1st","71.59","-","-"
"*03yrz*","William Contreras","MIL","C,1B,OF","189","LRB","Active","28","30","4th","71.53","-","-"
"*05aoc*","Eury Perez","MIA","SP","191","FLA","Active","22","10","3rd","71.47","-","-"
"*03pit*","Trent Grisham","NYY","OF","192","MFR","Active","29","5","1st","71.42","-","-"
"*0311c*","Devin Williams","NYY","RP","193","NJ","Active","31","24","2nd","71.26","-","-"
"*041qb*","Bo Bichette","TOR","SS","194","TSN","Inj Res","27","25","1st","71.25","-","-"
"*025kd*","Jose Quintana","MIL","SP","195","ROX","Inj Res","37","7","1st","71.16","-","-"
"*04g1x*","David Peterson","NYM","SP","197","SML","Active","30","5","2nd","71","-","-"
"*04c0o*","Jose Soriano","LAA","SP","199","FLA","Active","27","8","1st","70.98","-","-"
"*0512v*","Michael Harris II","ATL","OF","200","SHS","Active","24","15","4th","70.84","-","-"
"*03nmw*","Ian Happ","CHC","OF","201","TWN","Active","31","29","1st","70.83","-","-"
"*03d6w*","Jack Flaherty","DET","SP","203","RUM","Active","30","24","1st","70.65","-","-"
"*03df2*","Dylan Cease","SD","SP","205","KEN","Active","30","39","1st","70.54","-","-"
"*041vm*","Dylan Lee","ATL","RP","206","TSN","Active","31","5","1st","70.5","-","-"
"*0326s*","Ketel Marte","ARI","2B","207","ROX","Active","32","33","2nd","70.5","-","-"
"*060pm*","Wyatt Langford","TEX","OF","209","YRK","Inj Res","24","10","2nd","70.38","-","-"
"*04cwf*","Shane Baz","TB","SP","210","ECH","Active","26","8","2nd","70.38","-","-"
"*041rj*","JoJo Romero","STL","RP","211","ROX","Active","29","5","1st","70.33","-","-"
"*03qjy*","Brandon Lowe","TB","1B,2B","212","RR","Active","31","22","1st","70.17","-","-"
"*03sef*","Seth Lugo","KC","SP","213","MCM","Inj Res","36","10","2025","70.16","-","-"
"*02mw3*","Christian Walker","HOU","1B","214","YRK","Active","34","6","2027","69.95","-","-"
"*04tk1*","Slade Cecconi","CLE","SP","216","ISO","Active","26","8","1st","69.92","-","-"
"*04eos*","Joey Cantillo","CLE","SP,RP","218","TWN","Active","26","5","1st","69.82","-","-"
"*05yaz*","Will Warren","NYY","SP","219","LRB","Active","26","8","1st","69.6","-","-"
"*03oh0*","Willson Contreras","STL","C,1B","221","LEX","Inj Res","33","24","2nd","69.43","-","-"
"*04ml0*","Yusei Kikuchi","LAA","SP","224","MFR","Active","34","2","2026","69.25","-","-"
"*05gsi*","Ceddanne Rafaela","BOS","2B,SS,OF","226","WEQ","Active","25","17","1st","69.08","-","-"
"*04ppj*","Jeremy Pena","HOU","SS","228","SHS","Active","28","20","4th","68.93","-","-"
"*03ab0*","Luis Severino","ATH","SP","229","MFR","Active","31","12","2026","68.86","-","-"
"*05t64*","Felix Bautista","BAL","RP","230","LRB","Inj Res","30","6","2028","68.82","-","-"
"*04k0w*","Camilo Doval","SF/NYY","RP","231","FLA","Active","28","4","1st","68.8","-","-"
"*04ee8*","Heliot Ramos","SF","OF","233","ROX","Active","26","19","2nd","68.62","-","-"
"*04pr1*","Steven Kwan","CLE","OF","234","MCM","Active","28","20","1st","68.4","-","-"
"*04ekf*","Calvin Faucher","MIA","RP","238","LRB","Active","30","10","1st","68.1","-","-"
"*03fi0*","Ozzie Albies","ATL","2B","239","SHS","Active","29","29","1st","68.02","-","-"
"*04enz*","Robert Garcia","TEX","RP","240","ECH","Active","29","11","1st","67.97","-","-"
"*04q08*","Kyle Leahy","STL","SP,RP","242","ROX","Active","28","5","1st","67.78","-","-"
"*04cd5*","MacKenzie Gore","WSH","SP","247","ISO","Inj Res","26","3","2026","67.47","-","-"
"*04pmp*","Simeon Woods-Richardson","MIN","SP","248","ECH","Active","25","8","2nd","67.44","-","-"
"*05u6q*","Cam Schlittler","NYY","SP","250","SML","Active","24","15","1st","67.34","-","-"
"*04y9p*","Anthony Volpe","NYY","SS","251","RR","Active","24","10","3rd","67.23","-","-"
"*066n3*","Ryan Walker","SF","RP","252","SHS","Active","30","21","1st","67.14","-","-"
"*051ui*","Jacob Lopez","ATH","SP,RP","253","KEN","Active","27","10","1st","67.13","-","-"
"*05yb8*","Chad Patrick","MIL","SP","255","MFR","Minors","27","5","1st","67.02","-","-"
"*062ob*","Jose Ferrer","WSH","RP","257","MFR","Active","25","2","1st","66.79","-","-"
"*0423e*","Anthony Bender","MIA","RP","258","WEQ","Active","30","2","1st","66.78","-","-"
"*04p10*","Bryson Stott","PHI","2B,SS","259","NJ","Active","28","13","2026","66.77","-","-"
"*05rb1*","Sal Frelick","MIL","1B,3B,OF","260","TSN","Active","25","8","3rd","66.55","-","-"
"*02xic*","Teoscar Hernandez","LAD","OF","261","ISO","Active","33","33","1st","66.54","-","-"
