"ID","Player","Team","Position","RkOv","Status","Roster Status","Age","Salary","Contract","Score","Ros","+/-"
"*03pzn*","Andres Gimenez","TOR","2B,SS","690","FLA","Active","27","15","2026","41.59","-","-"
"*05un2*","Edgar Quero","CHW","C","693","TSN","Active","22","16","1st","41.42","-","-"
"*05tce*","Connor Norby","MIA","3B","694","MCM","Active","25","8","2nd","41.41","-","-"
"*05rb0*","Jackson Jobe","DET","SP,RP","695","RR","Active","23","10","1st","41.36","-","-"
"*04ni3*","Luis Garcia","HOU","SP","697","MFR","Inj Res","29","11","2026","41.11","-","-"
"*05acp*","Justin Martinez","ARI","RP","701","LEX","Inj Res","24","5","2nd","40.9","-","-"
"*05wxy*","Kyle Teel","CHW","C,OF","702","FLA","Active","23","10","1st","40.88","-","-"
"*06fqx*","Seth Halvorsen","COL","RP","705","KEN","Inj Res","25","5","1st","40.75","-","-"
"*045kb*","Cristian Javier","HOU","SP","707","WEQ","Active","28","12","2026","40.56","-","-"
"*05gef*","Cade Cavalli","WSH","SP","709","SHS","Active","27","8","1st","40.33","-","-"
"*05u9z*","Roman Anthony","BOS","OF","710","TWN","Active","21","10","1st","40.27","-","-"
"*05rav*","Richard Fitts","BOS","SP","711","KEN","Inj Res","26","1","1st","40.16","-","-"
"*04q2n*","Adley Rutschman","BAL","C","713","ROX","Active","27","20","4th","40.08","-","-"
"*04bpj*","Taylor Walls","TB","2B,3B,SS","717","ECH","Active","29","7","1st","39.87","-","-"
"*04up9*","Heriberto Hernandez","MIA","OF","726","YRK","Active","26","5","1st","39.64","-","-"
"*05js3*","Kyle Harrison","SF/BOS","SP,RP","732","LIL","Minors","24","10","2nd","39.36","-","-"
"*05jp4*","Casey Schmitt","SF","1B,2B,3B,SS","733","TWN","Active","26","5","1st","39.32","-","-"
"*03qml*","Dylan Moore","SEA/TEX","1B,2B,3B,SS,OF","734","MFR","Active","33","7","1st","39.04","-","-"
"*03deg*","Justin Steele","CHC","SP","737","MFR","Inj Res","30","6","2027","38.94","-","-"
"*04qnc*","Francisco Alvarez","NYM","C","739","KEN","Active","24","8","3rd","38.9","-","-"
"*03di6*","Jordan Romano","PHI","RP","740","MFR","Active","32","19","1st","38.73","-","-"
"*041q6*","Nolan Jones","COL/CLE","1B,OF","742","RR","Active","27","5","2nd","38.72","-","-"
"*065ji*","Jakob Marsee","MIA","OF","749","LIL","Active","24","10","1st","38.2","-","-"
"*03vcw*","Jordan Hicks","SF/BOS","SP,RP","754","TWN","Inj Res","29","8","1st","37.74","-","-"
"*0597k*","Nick Gonzales","PIT","2B,SS","760","TSN","Active","26","10","2nd","37.2","-","-"
"*031cd*","Mitch Garver","SEA","C","765","LEX","Active","35","5","1st","36.72","-","-"
"*05lo5*","Freddy Fermin","KC/SD","C,2B","766","ROX","Active","30","5","1st","36.72","-","-"
"*05mdt*","Evan Carter","TEX","OF","778","WEQ","Active","23","10","2nd","36.03","-","-"
"*05js5*","Coby Mayo","BAL","1B,3B","779","MCM","Active","24","8","1st","35.95","-","-"
"*05wxw*","Gordon Graceffo","STL","SP,RP","781","ROX","Active","25","8","1st","35.91","-","-"
"*02i11*","Jorge Soler","LAA","OF,UT","782","TWN","Inj Res","33","3","2026","35.86","-","-"
"*04alq*","Pavin Smith","ARI","1B,OF","785","TSN","Active","29","1","1st","35.64","-","-"
"*05zh9*","Luke Keaschall","MIN","2B","786","YRK","Inj Res","23","10","1st","35.58","-","-"
"*04mn4*","Joey Bart","PIT","C","791","WEQ","Active","29","4","1st","34.98","-","-"
"*02brf*","Jorge Lopez","WSH","RP","794","MFR","Active","32","1","1st","34.87","-","-"
"*04ok3*","Michael Toglia","COL","1B","795","KEN","Minors","27","6","2nd","34.81","-","-"
"*04pvs*","Blaze Alexander","ARI","2B,3B,SS,OF","807","ROX","Active","26","5","1st","34.12","-","-"
"*03o43*","Luis Urias","ATH/MIL","2B,3B","813","WEQ","Active","28","6","1st","33.74","-","-"
"*05rks*","Luis Mey","CIN","RP","819","ROX","Minors","24","6","1st","33.55","-","-"
"*05gdz*","Roki Sasaki","LAD","SP","820","FLA","Inj Res","24","10","1st","33.43","-","-"
"*0515o*","Brandon Sproat","NYM","SP","828","TWN","Minors","25","10","1st","32.73","-","-"
"*06apx*","Trey Yesavage","TOR","SP","830","RUM","Active","22","14","1st","32.69","-","-"
"*026qc*","Joc Pederson","TEX","1B,OF","831","LEX","Active","33","6","2025","32.66","-","-"
"*05g4k*","Mick Abel","PHI/MIN","SP","839","SML","Minors","24","8","1st","32","-","-"
"*059bx*","Brady House","WSH","3B","840","KEN","Active","22","10","1st","31.99","-","-"
"*051aa*","Porter Hodge","CHC","RP","843","LRB","Minors","24","5","2nd","31.65","-","-"
"*05y0j*","Spencer Arrighetti","HOU","SP","848","NJ","Inj Res","26","13","1st","31.38","-","-"
"*04g7n*","Oswald Peraza","NYY/LAA","1B,2B,3B,SS","857","MFR","Active","25","8","3rd","30.53","-","-"
"*03d6v*","Michael Kopech","LAD","RP","861","LIL","Active","29","10","1st","30.4","-","-"
"*02yk4*","Tyler ONeill","BAL","OF","862","RUM","Active","30","5","1st","30.39","-","-"
"*06f0q*","Kristian Campbell","BOS","2B,SS,OF","864","TWN","Minors","23","10","1st","30.15","-","-"
"*03rmz*","Keibert Ruiz","WSH","C","867","ROX","Inj Res","27","15","4th","30.06","-","-"
"*02bve*","Blake Treinen","LAD","RP","869","RR","Active","37","1","1st","29.9","-","-"
"*05131*","Tyler Fitzgerald","SF","2B,SS,OF","877","WEQ","Active","28","10","2nd","29.56","-","-"
"*06in4*","Hyeseong Kim","LAD","2B,SS,OF","878","LIL","Active","27","14","1st","29.51","-","-"
"*0514z*","Sawyer Gipson-Long","DET","SP,RP","879","MCM","Minors","28","5","1st","29.32","-","-"
"*04z6k*","Luisangel Acuna","NYM","2B,3B,SS,OF","883","TSN","Minors","23","8","1st","29.06","-","-"
"*05t9l*","Max Muncy","ATH","2B,3B,SS","889","WEQ","Inj Res","23","6","1st","28.69","-","-"
"*05y7x*","Cole Young","SEA","2B,SS","892","TSN","Active","22","10","1st","28.54","-","-"
"*05ajg*","Ha-seong Kim","TB/ATL","2B,SS","919","LEX","Active","30","6","2026","27.42","-","-"
"*04pmt*","Jeremiah Jackson","BAL","2B,3B,SS,OF","925","NJ","Active","25","6","1st","27.09","-","-"
"*04pmn*","Parker Meadows","DET","OF","932","MCM","Active","26","7","2nd","26.64","-","-"
"*04psr*","David Fry","CLE","C,1B,OF","934","RR","Active","30","6","2nd","26.59","-","-"
"*05u9q*","Jac Caglianone","KC","1B,OF","936","LIL","Active","22","10","1st","26.38","-","-"
"*063e5*","Caden Dana","LAA","SP","939","LRB","Active","22","8","1st","26.17","-","-"
"*03bin*","Nestor Cortes Jr.","MIL/SD","SP","947","LRB","Inj Res","31","6","2026","26.01","-","-"
"*05gbe*","Robert Hassell","WSH","OF","948","KEN","Active","24","10","1st","25.96","-","-"
"*06cq8*","Christian Moore","LAA","2B","949","WEQ","Active","23","10","1st","25.92","-","-"
"*05xu2*","Ryan Ritter","COL","2B,SS","951","KEN","Active","25","10","1st","25.89","-","-"
"*04fyo*","Ronny Mauricio","NYM","2B,3B,SS","955","TSN","Active","24","10","1st","25.49","-","-"
"*051am*","Easton Lucas","TOR","SP,RP","965","RR","Minors","29","17","1st","24.74","-","-"
"*03pzo*","Leody Taveras","TEX/SEA","OF","970","FLA","Active","27","5","1st","24.55","-","-"
"*05xtz*","Dalton Rushing","LAD","C,1B,OF","978","LIL","Active","24","8","1st","24.15","-","-"
"*03djk*","Tanner Houck","BOS","SP","980","MFR","Inj Res","29","2","2027","24.06","-","-"
"*050s0*","Kyren Paris","LAA","2B,OF","982","WEQ","Minors","24","8","1st","24.04","-","-"
"*02w16*","Anthony Santander","TOR","1B,OF","983","MCM","Inj Res","31","37","1st","24.03","-","-"
"*03xs3*","Miguel Amaya","CHC","C","984","FLA","Inj Res","26","1","2nd","24","-","-"
"*05u6r*","Robert Gasser","MIL","SP","986","NJ","Minors","26","8","1st","23.89","-","-"
"*05145*","Darell Hernaiz","ATH","2B,3B,SS","993","SML","Active","24","10","1st","23.57","-","-"
"*05unf*","Denzel Clarke","ATH","OF","1003","LIL","Inj Res","25","6","1st","23","-","-"
"*04ybm*","Warming Bernabel","COL","1B,3B","1019","MCM","Inj Res","23","7","1st","22.21","-","-"
"*0596f*","Heston Kjerstad","BAL","OF","1025","RUM","Minors","26","8","2nd","22.06","-","-"
"*05xty*","Dylan Beavers","BAL","OF","1034","RUM","Active","24","9","1st","21.47","-","-"
"*05r9j*","Marcelo Mayer","BOS","2B,3B,SS","1040","ROX","Inj Res","23","10","1st","21.26","-","-"
"*05ojj*","Matt Mervis","MIA/ARI","1B","1042","NJ","Minors","27","8","1st","21.04","-","-"
"*05yfl*","Joey Loperfido","TOR","OF","1055","RUM","Minors","26","5","1st","20.22","-","-"
"*04psu*","James Outman","LAD/MIN","OF","1057","LIL","Active","28","8","2026","20.16","-","-"
"*05g3k*","Yanquiel Fernandez","COL","OF","1064","LRB","Active","23","8","1st","19.52","-","-"
"*03qqf*","Alexis Diaz","CIN/LAD/ATL","RP","1065","LEX","Minors","29","6","2028","19.49","-","-"
"*01sfi*","DJ LeMahieu","NYY","1B,2B,3B","1066","ECH","Minors","37","10","1st","19.44","-","-"
"*05rbv*","Samuel Basallo","BAL","C,1B","1072","TSN","Active","21","10","1st","19.31","-","-"
"*06dsa*","Kyle Karros","COL","3B","1073","LIL","Active","23","10","1st","19.18","-","-"
"*0664g*","Hayden Harris","ATL","RP","1077","LIL","Minors","26","5","1st","18.97","-","-"
"*03dei*","Lane Thomas","CLE","OF","1078","ROX","Inj Res","30","6","2026","18.94","-","-"
"*06gwk*","Payton Tolle","BOS","SP","1082","RUM","Active","23","22","1st","18.8","-","-"
"*0658b*","Jonah Tong","NYM","SP","1083","ISO","Active","22","23","1st","18.79","-","-"
"*03c65*","Victor Robles","SEA","OF","1087","LRB","Active","28","5","2nd","18.66","-","-"
"*05vy5*","Carter Jensen","KC","C","1093","LIL","Active","22","5","1st","18.32","-","-"
"*0641c*","Zach Dezenzo","HOU","1B,OF","1095","RUM","Inj Res","25","10","1st","18.29","-","-"
"*05t9n*","Carson Williams","TB","SS","1100","FLA","Active","22","8","1st","17.99","-","-"
"*02bxv*","Jon Gray","TEX","SP,RP","1108","TSN","Active","34","5","1st","17.38","-","-"
"*05xu0*","Drew Gilbert","NYM/SF","OF","1111","SHS","Active","25","8","1st","17.16","-","-"
"*05rbs*","Moises Ballesteros","CHC","C,1B","1116","MFR","Minors","22","8","1st","16.83","-","-"
"*060eu*","Ben Joyce","LAA","RP","1125","LIL","Inj Res","25","8","2nd","16.61","-","-"
"*042af*","Enmanuel Valdez","PIT","1B,2B,OF","1142","ECH","Inj Res","27","6","2nd","15.52","-","-"
"*04mn2*","Griffin Conine","MIA","OF","1143","RR","Inj Res","28","9","1st","15.5","-","-"
"*04de1*","Triston Casas","BOS","1B","1145","RR","Inj Res","26","8","3rd","15.39","-","-"
"*066db*","Zach Cole Jr.","HOU","OF,UT","1152","YRK","Active","25","5","1st","15.04","-","-"
"*05u9o*","Sal Stewart","CIN","1B,2B,3B","1156","LRB","Active","22","8","1st","14.79","-","-"
"*04ysv*","Adael Amador","COL","2B","1157","KEN","Minors","22","8","1st","14.77","-","-"
"*05xu1*","Alex Freeland","LAD","2B,3B,SS","1163","TSN","Active","24","8","1st","14.46","-","-"
"*06l0i*","Eduarniel Nunez","SD/ATH","RP","1165","LIL","Minors","26","5","1st","14.42","-","-"
"*05ub0*","Zack Gelof","ATH","2B","1166","ROX","Inj Res","26","4","1st","14.37","-","-"
"*061gx*","Jacob Melton","HOU","OF","1195","WEQ","Active","25","8","1st","12.81","-","-"
"*05js7*","Nick Yorke","PIT","1B,2B,3B,OF","1200","NJ","Minors","23","10","1st","12.63","-","-"
"*04en7*","Garrett Mitchell","MIL","OF","1203","ROX","Inj Res","27","10","2nd","12.46","-","-"
"*05r1m*","Jordan Lawlar","ARI","2B,3B,SS","1212","ISO","Active","23","8","1st","11.98","-","-"
"*05u2q*","Blade Tidwell","NYM/SF","SP","1230","TSN","Minors","24","8","1st","11.51","-","-"
"*027fx*","Jeimer Candelario","CIN/NYY","1B,3B","1232","LEX","Minors","32","10","1st","11.39","-","-"
"*04fqi*","George Valera","CLE","OF","1247","LRB","Minors","25","8","1st","10.73","-","-"
"*03i81*","Reynaldo Lopez","ATL","SP","1261","MFR","Inj Res","32","10","2nd","10","-","-"
"*064zm*","Didier Fuentes","ATL","SP","1269","LIL","Minors","20","12","1st","9.64","-","-"
"*041m3*","Forrest Whitley","HOU/TB","RP","1272","TWN","Minors","28","10","1st","9.56","-","-"
"*0406v*","Esteury Ruiz","ATH/LAD","OF","1311","LIL","Minors","26","5","1st","7.41","-","-"
"*05tzg*","Jace Jung","DET","3B","1316","MCM","Minors","25","8","1st","7.12","-","-"
"*03bud*","Bryan De La Cruz","ATL/NYY","OF","1319","ROX","Minors","29","1","1st","6.92","-","-"
"*041qh*","Jose Miranda","MIN","3B","1324","ROX","Minors","27","15","4th","6.73","-","-"
"*05jsg*","Owen Caissie","CHC","OF","1328","SML","Minors","23","8","1st","6.68","-","-"
"*05gbg*","Zac Veen","COL","OF","1331","FLA","Minors","24","10","1st","6.5","-","-"
"*051e5*","Matt Waldron","SD","SP","1334","RR","Minors","29","5","2nd","6.23","-","-"
"*05gwz*","Bobby Miller","LAD","SP","1338","LIL","Minors","26","10","3rd","6.08","-","-"
"*05u96*","Bryce Eldridge","SF","1B","1339","KEN","Minors","21","8","1st","6.03","-","-"
"*04qow*","Kevin Alcantara","CHC","OF","1383","LRB","Active","23","10","1st","4.45","-","-"
"*05u2u*","Tyler Black","MIL","1B,OF","1394","NJ","Minors","25","8","1st","3.85","-","-"
"*059bs*","Bryan Ramos","CHW","3B","1404","WEQ","Minors","23","8","2nd","3.47","-","-"
"*05raw*","Harry Ford","SEA","C","1429","ROX","Minors","22","10","1st","2.42","-","-"
"*05j8u*","Jhostynxon Garcia","BOS","OF","1433","SML","Active","23","16","1st","2.34","-","-"
"*066mw*","Rayner Arias","SF","OF","1789","TSN","Minors","19","8","1st","0","-","-"
"*05gec*","Roderick Arias","NYY","2B,SS","1791","WEQ","Minors","21","8","1st","0","-","-"
"*05rcj*","Edwin Arroyo","CIN","SS","1823","MFR","Minors","22","8","1st","0","-","-"
"*05zde*","Travis Bazzana","CLE","2B","2038","NJ","Minors","23","10","1st","0","-","-"
"*06icc*","Eduardo Beltre","MIN","OF","2088","NJ","Minors","19","8","1st","0","-","-"
"*06aly*","Carson Benge","NYM","OF","2101","TSN","Minors","23","8","1st","0","-","-"
"*05t5m*","Jacob Berry","MIA","3B,OF","2143","RR","Minors","24","8","1st","0","-","-"
"*04267*","Hunter Bishop","SF","OF","2186","MFR","Minors","27","8","1st","0","-","-"
"*05m1c*","Miguel Bleis","BOS","OF","2211","ROX","Minors","21","8","1st","0","-","-"
"*05jre*","Enrique Bradfield Jr.","BAL","OF","2301","LIL","Minors","24","8","1st","0","-","-"
"*0514o*","Cody Bradford","TEX","SP","2302","LEX","Inj Res","27","2","1st","0","-","-"
"*062e0*","Cam Caminiti","ATL","SP","2564","ECH","Minors","19","8","1st","0","-","-"
"*05mx9*","Felnin Celesten","SEA","SS","2776","NJ","Minors","20","8","1st","0","-","-"
"*05yix*","Jaison Chourio","CLE","OF","2875","TSN","Minors","20","8","1st","0","-","-"
"*05u9y*","Max Clark","DET","OF","2902","MCM","Minors","21","10","1st","0","-","-"
"*05ge1*","Ryan Clifford","NYM","1B,OF","2923","TSN","Minors","22","8","1st","0","-","-"
"*01spo*","Gerrit Cole","NYY","SP","2947","MFR","Inj Res","35","13","1st","0","-","-"
"*05u1y*","Cam Collier","CIN","3B","2962","YRK","Minors","21","8","1st","0","-","-"
"*06alk*","Charlie Condon","COL","OF","2991","ECH","Minors","22","10","1st","0","-","-"
"*05y30*","Justin Crawford","PHI","OF","3107","MFR","Minors","22","8","1st","0","-","-"
"*04ep8*","Kutter Crawford","BOS","SP","3108","RUM","Inj Res","29","5","2025","0","-","-"
"*05tcd*","Gavin Cross","KC","OF","3130","MCM","Minors","24","8","1st","0","-","-"
"*061zv*","Josue De Paula","LAD","OF","3392","MCM","Minors","20","8","1st","0","-","-"
"*067yc*","Leodalis De Vries","SD/ATH","SS","3397","NJ","Minors","19","8","1st","0","-","-"
"*05uei*","Chase DeLauter","CLE","OF","3405","LRB","Minors","24","10","1st","0","-","-"
"*06626*","Alfredo Duno","CIN","C","3651","TWN","Minors","20","8","1st","0","-","-"
"*060ub*","Colt Emerson","SEA","SS","3729","YRK","Minors","20","8","1st","0","-","-"
"*04ya2*","Daniel Espino","CLE","SP","3776","TWN","Minors","25","10","1st","0","-","-"
"*04aoq*","Jason Foley","DET","RP","4003","ROX","Inj Res","30","1","2nd","0","-","-"
"*05r5e*","Angel Genao","CLE","SS","4266","RR","Minors","21","8","1st","0","-","-"
"*05u3u*","Konnor Griffin","PIT","SS","4525","FLA","Minors","19","10","1st","0","-","-"
"*05yh3*","Chase Hampton","NYY","SP","4677","TSN","Minors","24","8","1st","0","-","-"
"*05jpx*","Tink Hence","STL","SP","4772","FLA","Minors","23","8","1st","0","-","-"
"*0516h*","DJ Herz","WSH","SP","4908","KEN","Inj Res","25","9","2nd","0","-","-"
"*06eyu*","Zyhir Hope","LAD","OF","5010","YRK","Minors","21","8","1st","0","-","-"
"*062pp*","Xavier Isaac","TB","1B","5112","WEQ","Minors","22","8","1st","0","-","-"
"*05u3v*","Walker Jenkins","MIN","OF","5178","KEN","Minors","20","10","1st","0","-","-"
"*05rc5*","Termarr Johnson","PIT","2B,SS","5251","LRB","Minors","21","10","1st","0","-","-"
"*05tdk*","Druw Jones","ARI","OF","5266","SML","Minors","22","10","1st","0","-","-"
"*05h2u*","Jared Jones","PIT","SP","5269","MFR","Inj Res","24","8","2nd","0","-","-"
"*04yi8*","Spencer Jones","NYY","OF","5279","LRB","Minors","24","8","1st","0","-","-"
"*059qm*","Asa Lacy","KC","SP,RP","5526","SHS","Minors","26","10","1st","0","-","-"
"*06cev*","Jhancarlos Lara","ATL","SP","5573","LIL","Minors","23","6","1st","0","-","-"
"*05tdl*","Dylan Lesko","TB","SP","5674","WEQ","Minors","22","8","1st","0","-","-"
"*05r64*","Thayron Liranzo","DET","C,1B","5738","TWN","Minors","22","8","1st","0","-","-"
"*06b72*","George Lombard Jr.","NYY","SS","5775","ECH","Minors","20","8","1st","0","-","-"
"*061bo*","Rhett Lowder","CIN","SP","5838","MCM","Active","23","8","2nd","0","-","-"
"*04ooy*","Marco Luciano","SF","2B,SS","5847","KEN","Minors","24","8","1st","0","-","-"
"*06ibv*","Jesus Made","MIL","SS","5922","ISO","Minors","18","10","1st","0","-","-"
"*04mms*","Orelvis Martinez","TOR/WSH","2B","6125","MFR","Minors","24","8","1st","0","-","-"
"*060gd*","Quinn Mathews","STL","SP","6163","TWN","Minors","25","8","1st","0","-","-"
"*04mlt*","Shane McClanahan","TB","SP","6217","LEX","Inj Res","28","16","1st","0","-","-"
"*05yby*","Kevin McGonigle","DET","2B,SS","6255","MCM","Minors","21","10","1st","0","-","-"
"*066cn*","Wade Meckler","SF","OF","6307","MFR","Minors","25","6","2025","0","-","-"
"*062yr*","Noble Meyer","MIA","SP","6443","TSN","Minors","21","10","1st","0","-","-"
"*05u36*","Aidan Miller","PHI","SS","6479","NJ","Minors","21","8","1st","0","-","-"
"*05rfc*","Lazaro Montes","SEA","OF","6584","YRK","Minors","21","8","1st","0","-","-"
"*05rcg*","Braden Montgomery","CHW","OF","6589","WEQ","Minors","22","10","1st","0","-","-"
"*06ibo*","Emil Morales","LAD","SS","6627","ISO","Minors","19","8","1st","0","-","-"
"*05y3p*","Arjun Nimmala","TOR","SS","6858","FLA","Minors","20","8","1st","0","-","-"
"*05uv5*","Abimelec Ortiz","TEX","1B","7030","SML","Minors","23","8","1st","0","-","-"
"*05r3i*","Andrew Painter","PHI","SP","7123","SML","Minors","22","10","1st","0","-","-"
"*067xj*","Cooper Pratt","MIL","SS","7576","TWN","Minors","21","8","1st","0","-","-"
"*056j2*","Reginald Preciado","CHC","SS","7580","LRB","Minors","22","8","1st","0","-","-"
"*05gss*","Jeferson Quero","MIL","C","7617","MCM","Minors","23","8","1st","0","-","-"
"*05yai*","Bryce Rainer","DET","SS","7657","KEN","Minors","20","8","1st","0","-","-"
"*054p6*","Emmanuel Rodriguez","MIN","OF","7988","YRK","Minors","22","8","1st","0","-","-"
"*04pko*","Grayson Rodriguez","BAL","SP","7999","NJ","Inj Res","26","8","3rd","0","-","-"
"*066o8*","Jeremy Rodriguez","NYM","SS","8002","ROX","Minors","19","8","1st","0","-","-"
"*05ynx*","River Ryan","LAD","SP","8227","LIL","Inj Res","27","8","1st","0","-","-"
"*05ybr*","Ethan Salas","SD","C","8247","FLA","Minors","19","8","1st","0","-","-"
"*06ho7*","Paulino Santana","TEX","OF","8363","WEQ","Minors","19","8","1st","0","-","-"
"*05uc7*","Noah Schultz","CHW","SP","8452","NJ","Minors","22","10","1st","0","-","-"
"*05xpq*","Christian Scott","NYM","SP","8461","TSN","Inj Res","26","8","2nd","0","-","-"
"*05zd4*","Hagen Smith","CHW","SP","8674","SML","Minors","22","10","1st","0","-","-"
"*061mh*","Robby Snelling","MIA","SP","8701","KEN","Minors","22","8","1st","0","-","-"
"*05y7n*","Jarlin Susana","WSH","SP","8919","RR","Minors","21","10","1st","0","-","-"
"*05ycl*","Travis Sykora","WSH","SP","8932","MCM","Minors","21","8","1st","0","-","-"
"*05wy1*","Brayden Taylor","TB","3B,SS","8994","WEQ","Minors","23","8","1st","0","-","-"
"*05js6*","Ricky Tiedemann","TOR","SP","9090","TWN","Minors","23","10","1st","0","-","-"
"*05ucf*","James Triantos","CHC","2B","9189","WEQ","Minors","22","8","1st","0","-","-"
"*05jse*","Tommy Troy","ARI","SS","9201","TSN","Minors","24","8","1st","0","-","-"
"*0662o*","Sebastian Walcott","TEX","3B,SS","9489","FLA","Minors","19","8","1st","0","-","-"
"*06aw3*","JJ Wetherholt","STL","SS","9607","TSN","Minors","23","10","1st","0","-","-"
"*05tp6*","Thomas White","MIA","SP","9630","FLA","Minors","21","8","1st","0","-","-"
"*05ubi*","Brock Wilken","MIL","3B","9657","KEN","Minors","23","10","1st","0","-","-"
"*060la*","Jett Williams","NYM","SS","9677","SML","Minors","22","10","1st","0","-","-"
"*05rdr*","Samuel Zavala","SD","OF","9849","YRK","Minors","21","8","1st","0","-","-"
