"ID","Player","Team","Position","Status","Roster Status","Age","Salary","Contract","Score","Ros","+/-"
"*025he*","George Springer","TOR","OF","CFL","Active","35","18","1st","37.59","90%","-1.4%"
"*04qk8*","CJ Abrams","WSH","SS","RR","Active","24","30","4th","37.35","99%","-0.1%"
"*04azv*","Jake Burger","TEX","1B,3B","MFR","Active","28","6","2026","37.23","99%","-0.1%"
"*02w7p*","Alex Bregman","BOS","3B","RUM","Active","31","34","1st","36.84","99%","0%"
"*02bqh*","Trevor Story","BOS","SS","CFL","Active","32","6","2025","36.73","79%","-2.8%"
"*0648z*","Victor Scott","STL","OF","SML","Active","24","14","1st","36.56","57%","+0.7%"
"*04fhb*","Julio Rodriguez","SEA","OF","SHS","Active","24","30","4th","36.55","100%","0%"
"*03qjy*","Brandon Lowe","TB","2B","SML","Active","30","22","1st","36.41","90%","-1.3%"
"*04y44*","Josh Jung","TEX","3B","FLA","Active","27","8","3rd","36.36","91%","-1.9%"
"*04g7n*","Oswald Peraza","NYY","3B","MFR","Minors","24","8","3rd","36.19","12%","-4.3%"
"*03nri*","Lourdes Gurriel Jr.","ARI","OF","NJ","Active","31","3","2025","36.18","88%","-1.4%"
"*05m49*","Jung Hoo Lee","SF","OF","ISO","Active","26","14","1st","35.98","82%","-2.5%"
"*04auk*","Seranthony Dominguez","BAL","RP","SHS","Active","30","1","1st","35.57","21%","-2.3%"
"*05rat*","James Wood","WSH","OF","MCM","Active","22","10","2nd","35.43","100%","0%"
"*04b02*","Seiya Suzuki","CHC","OF","ISO","Active","30","26","2nd","35.27","99%","-0.2%"
"*05t64*","Felix Bautista","BAL","RP","LRB","Active","29","6","2028","35.19","99%","0%"
"*01vja*","Max Kepler","PHI","OF","MCM","Active","32","1","1st","35.18","34%","-1.2%"
"*02bsw*","Mike Clevinger","CHW","SP","CFL","Active","34","1","2nd","35.07","24%","+1.9%"
"*03di6*","Jordan Romano","PHI","RP","MFR","Active","31","19","1st","34.99","76%","-2.5%"
"*03pje*","Taylor Ward","LAA","OF","SHS","Active","31","24","1st","34.88","95%","-0.4%"
"*021jb*","Ryan Brasier","CHC","RP","KEN","Active","37","1","1st","34.88","5%","-1.6%"
"*04t3y*","Alejandro Kirk","TOR","C","TSN","Active","26","18","2nd","34.72","44%","-2.4%"
"*04ru7*","Miguel Vargas","CHW","3B,OF","CFL","Active","25","8","3rd","34.71","37%","+1.2%"
"*05t6u*","Beau Brieske","DET","SP,RP","LRB","Active","26","5","1st","34.56","27%","+4.1%"
"*0374m*","Tyler Rogers","SF","RP","WEQ","Active","34","7","1st","34.56","31%","-3%"
"*04071*","Isaac Paredes","HOU","3B","YRK","Active","26","6","2028","34.22","98%","-0.2%"
"*04en7*","Garrett Mitchell","MIL","OF","ROX","Active","26","10","2nd","34","77%","-4.1%"
"*050ok*","Yennier Cano","BAL","RP","SHS","Active","31","5","1st","33.9","45%","-4.6%"
"*04ekf*","Calvin Faucher","MIA","RP","SML","Active","29","5","2nd","33.9","34%","-2.6%"
"*02c5l*","Luke Weaver","NYY","RP","TSN","Active","31","5","2nd","33.9","80%","-1.6%"
"*05gbf*","Jordan Walker","STL","OF","FLA","Active","22","10","3rd","33.82","73%","-6.6%"
"*04pkr*","Nico Hoerner","CHC","2B","CFL","Active","27","14","2025","33.48","95%","-1.3%"
"*02mzg*","Max Muncy","LAD","3B","SML","Active","34","33","1st","33.32","97%","-0.1%"
"*04pbp*","Christopher Morel","TB","2B,3B,OF","YRK","Active","25","10","2026","33.32","91%","-1%"
"*04355*","Yordan Alvarez","HOU","OF","YRK","Active","27","30","6th","33.3","100%","0%"
"*05m1e*","Jackson Chourio","MIL","OF","SML","Active","21","10","2nd","32.85","100%","0%"
"*03btm*","Jose Alvarado","PHI","RP","FLA","Active","29","5","2025","32.78","39%","+6.1%"
"*04mrn*","Bo Naylor","CLE","C","CFL","Active","25","8","3rd","32.66","43%","-5.9%"
"*05tc7*","Ryan Bliss","SEA","2B","ISO","Active","25","5","1st","32.53","21%","-2%"
"*0414g*","Luis Garcia Jr.","WSH","2B","ISO","Active","24","7","2nd","32.44","97%","-0.2%"
"*04nx3*","Jonathan India","KC","2B,3B,OF","CFL","Active","28","19","1st","32.41","95%","-0.6%"
"*0317q*","Griffin Jax","MIN","RP","ISO","Active","30","6","1st","32.38","73%","-4%"
"*04mra*","Ezequiel Tovar","COL","SS","MFR","Active","23","6","2025","32.35","98%","-0.5%"
"*025i9*","J.T. Realmuto","PHI","C","MFR","Active","34","19","1st","32.1","95%","-0.8%"
"*02bq2*","Brandon Nimmo","NYM","OF","ECH","Active","32","6","2025","31.98","98%","0%"
"*05t9v*","Jonathan Aranda","TB","1B","ECH","Active","26","8","1st","31.86","54%","-6%"
"*051b4*","Jordan Beck","COL","OF","RUM","Active","23","1","1st","31.61","28%","-5.2%"
"*06fqx*","Seth Halvorsen","COL","RP","KEN","Active","25","5","1st","31.29","31%","-4.5%"
"*01uc9*","Nick Castellanos","PHI","OF","LIL","Active","33","17","1st","31.24","98%","-0.3%"
"*03ann*","Jeff Hoffman","TOR","RP","RUM","Active","32","5","2026","31.08","92%","-0.7%"
"*03zcy*","Mark Vientos","NYM","3B","WEQ","Active","25","10","2nd","30.86","99%","0%"
"*03fhx*","Elias Diaz","SD","C","YRK","Active","34","1","1st","30.8","11%","-0.7%"
"*045gu*","TJ Friedl","CIN","OF","MFR","Active","29","8","2025","30.39","73%","-2.7%"
"*03d6s*","Matt Chapman","SF","3B","CFL","Active","31","23","2nd","30.15","99%","0%"
"*025dn*","Christian Yelich","MIL","OF","FLA","Active","33","26","2026","29.97","99%","-0.1%"
"*02my5*","Edwin Diaz","NYM","RP","LEX","Active","31","1","2027","29.96","99%","0%"
"*05143*","Hunter Gaddis","CLE","RP","LRB","Active","26","7","2nd","29.93","40%","-5.1%"
"*01cfr*","Carlos Santana","CLE","1B","KEN","Active","38","1","2026","29.89","57%","-2.7%"
"*041pz*","Pete Alonso","NYM","1B","RR","Active","30","30","6th","29.77","100%","0%"
"*0513c*","Joey Ortiz","MIL","3B,SS","RUM","Active","26","8","2025","29.72","69%","-3.5%"
"*04my4*","Cal Raleigh","SEA","C","RUM","Active","28","13","2025","29.59","100%","0%"
"*02mxf*","Carson Kelly","CHC","C","RR","Active","30","15","1st","29.39","8%","-0.2%"
"*0310z*","J.P. Crawford","SEA","SS","LEX","Active","30","1","1st","29.07","34%","-4.5%"
"*03de9*","Rhys Hoskins","MIL","1B","LEX","Active","32","3","2025","28.79","88%","-1.1%"
"*02bu9*","Marcus Semien","TEX","2B","LRB","Active","34","25","1st","28.76","100%","0%"
"*0524l*","Yainer Diaz","HOU","C","SML","Active","26","12","2025","28.66","99%","0%"
"*06491*","Orion Kerkering","PHI","RP","SML","Active","23","2","2nd","28.42","59%","-5.7%"
"*04y11*","Luis Matos","SF","OF","CFL","Minors","23","10","3rd","27.97","19%","-4.6%"
"*060eu*","Ben Joyce","LAA","RP","LIL","Active","24","8","2nd","27.7","74%","-4.8%"
"*05y2k*","Mason Montgomery","TB","RP","YRK","Active","24","6","1st","27.65","29%","-3.1%"
"*0512q*","Justin Slaten","BOS","RP","MCM","Active","27","5","1st","27.59","38%","+4.8%"
"*04aee*","Jo Adell","LAA","OF","SHS","Active","25","7","1st","27.58","55%","-5.8%"
"*0510z*","Korey Lee","CHW","C","RR","Active","26","12","1st","27.46","9%","-1.4%"
"*04emt*","Jake Meyers","HOU","OF","LEX","Active","28","5","1st","27.45","20%","-2.8%"
"*031bl*","Kyle Finnegan","WSH","RP","NJ","Active","33","7","1st","27","73%","-2.1%"
"*0630d*","Drake Baldwin","ATL","C","MCM","Active","24","10","1st","26.9","54%","-5.1%"
"*04yuu*","Patrick Bailey","SF","C","FLA","Active","25","5","2025","26.76","33%","-5%"
"*05yaf*","Jacob Young","WSH","OF","FLA","Active","25","8","1st","26.73","46%","-6.4%"
"*05139*","Michael Massey","KC","2B","TSN","Active","27","1","1st","26.7","29%","-4.4%"
"*050c3*","Jasson Dominguez","NYY","OF","SML","Active","22","10","2nd","26.63","99%","-0.3%"
"*01usr*","Kyle Higashioka","TEX","C","CFL","Active","34","5","2nd","26.62","15%","-1.8%"
"*04efi*","Connor Wong","BOS","C","SHS","Active","28","5","2nd","26.59","69%","-2.7%"
"*04apj*","Jhoan Duran","MIN","RP","YRK","Active","27","6","2027","26.14","98%","-0.2%"
"*03pjl*","Ryan Mountcastle","BAL","1B","LIL","Active","28","14","1st","26.1","82%","-3.3%"
"*031cd*","Mitch Garver","SEA","C","ISO","Active","34","9","1st","26.06","22%","-3.6%"
"*03avk*","Luis Rengifo","LAA","2B,3B","YRK","Active","28","5","2026","26.03","85%","-2.3%"
"*02buh*","Scott Barlow","CIN","RP","CFL","Active","32","1","1st","25.92","13%","+1.4%"
"*0319c*","Mark Leiter Jr.","NYY","RP","NJ","Active","34","5","1st","25.92","15%","-0.2%"
"*05ojj*","Matt Mervis","MIA","1B","NJ","Active","26","8","1st","25.89","18%","-5.1%"
"*032gq*","Rowdy Tellez","SEA","1B","LIL","Active","30","5","1st","25.71","7%","+0.2%"
"*030x2*","Jose Leclerc","ATH","RP","RUM","Active","31","5","1st","25.7","13%","-2.8%"
"*01c1g*","Andrew McCutchen","PIT","UT","KEN","Active","38","5","1st","25.66","19%","-2.7%"
"*03c65*","Victor Robles","SEA","OF","LRB","Active","27","5","2nd","25.6","82%","-2%"
"*031dw*","Mike Yastrzemski","SF","OF","MFR","Active","34","5","1st","25.38","24%","-2.8%"
"*02i11*","Jorge Soler","LAA","OF,UT","CFL","Active","33","3","2026","25.33","89%","-1.1%"
"*03dei*","Lane Thomas","CLE","OF","ROX","Active","29","6","2026","25.16","94%","-0.6%"
"*05tuw*","Trey Sweeney","DET","SS","NJ","Active","24","5","2nd","24.85","35%","-6.3%"
"*04naz*","Tyler Holton","DET","SP,RP","MCM","Active","28","8","2nd","24.43","45%","-2.5%"
"*060jo*","Cam Smith","HOU","3B,OF","SML","Active","22","10","1st","24.42","78%","+4.2%"
"*05yo5*","Ben Rice","NYY","1B","ECH","Active","26","2","1st","24.26","44%","-1.3%"
"*041q6*","Nolan Jones","CLE","OF","RR","Active","26","5","2nd","24.01","73%","-7%"
"*03d6p*","Grant Holmes","ATL","SP,RP","LIL","Active","29","7","1st","23.83","76%","-0.7%"
"*041ts*","Luke Raley","SEA","1B,OF","SHS","Active","30","8","1st","23.37","56%","-3.7%"
"*04q5b*","Jonah Bride","MIA","1B,3B","WEQ","Active","29","1","1st","23.23","22%","-1.7%"
"*0313t*","Tyler Kinley","COL","RP","ECH","Active","34","5","2nd","23.21","12%","-1.6%"
"*05jr0*","Alec Burleson","STL","OF","KEN","Active","26","12","1st","23.16","89%","-2.2%"
"*0310c*","Hunter Harvey","KC","RP","MFR","Active","30","5","2025","23.1","19%","-3.9%"
"*02nax*","Matt Strahm","PHI","RP","CFL","Active","33","1","2nd","23.1","34%","-5.4%"
"*02mw3*","Christian Walker","HOU","1B","YRK","Active","34","6","2027","22.9","99%","-0.1%"
"*02mwg*","Jesse Winker","NYM","OF","SML","Active","31","1","1st","22.72","31%","-5.3%"
"*01s9k*","Starling Marte","NYM","OF","SHS","Active","36","5","1st","22.32","29%","-4.8%"
"*0596e*","Dylan Crews","WSH","OF","ISO","Minors","23","10","1st","21.89","99%","-0.2%"
"*061yt*","Alan Roden","TOR","OF","YRK","Active","25","8","1st","21.75","34%","-2.9%"
"*03yrz*","William Contreras","MIL","C","LRB","Active","27","30","4th","21.75","100%","0%"
"*04pmu*","Ryan Jeffers","MIN","C","MCM","Active","27","5","2027","21.75","65%","-4.1%"
"*026qc*","Joc Pederson","TEX","UT","LEX","Active","32","6","2025","21.72","73%","-3.6%"
"*041qh*","Jose Miranda","MIN","3B","ROX","Active","26","15","4th","21.68","41%","-5.8%"
"*0529l*","Endy Rodriguez","PIT","C,1B","ISO","Active","24","1","1st","21.34","27%","-4.8%"
"*047l7*","Luis Robert Jr.","CHW","OF","SHS","Active","27","20","5th","21.07","99%","0%"
"*041ai*","Gavin Lux","CIN","2B,OF","WEQ","Active","27","9","1st","21.04","58%","-3.3%"
"*05yj1*","Nolan Schanuel","LAA","1B","WEQ","Active","23","4","1st","20.61","66%","-5.2%"
"*04eig*","Jose Caballero","TB","2B,3B,SS,OF","LIL","Active","28","5","2nd","20.55","69%","-3.3%"
"*03whq*","Ty France","MIN","1B","WEQ","Active","30","5","1st","20.4","26%","-2.3%"
"*042no*","Oswaldo Cabrera","NYY","1B,3B,OF","TSN","Active","26","5","2nd","20.38","21%","-1.6%"
"*04de1*","Triston Casas","BOS","1B","RR","Active","25","8","3rd","20.18","99%","-0.1%"
"*03m6o*","Yandy Diaz","TB","1B","ISO","Active","33","20","1st","20.18","92%","-1%"
"*0312h*","Kyle Farmer","COL","2B,3B","ECH","Active","34","5","1st","20","6%","-0.6%"
"*05131*","Tyler Fitzgerald","SF","2B,SS","LRB","Active","27","10","2nd","19.74","78%","-3.9%"
"*0423e*","Anthony Bender","MIA","RP","WEQ","Active","30","2","1st","19.71","6%","-0.9%"
"*05acp*","Justin Martinez","ARI","RP","LRB","Active","23","5","2nd","19.71","86%","-1.1%"
"*03qml*","Dylan Moore","SEA","1B,2B,3B,SS,OF","MFR","Active","32","7","1st","19.68","56%","-5.1%"
"*03atq*","Willy Adames","SF","SS","LIL","Active","29","22","2nd","19.53","99%","0%"
"*0513l*","Brenton Doyle","COL","OF","ECH","Active","26","9","2nd","19.51","99%","0%"
"*04q5s*","Ryan Fernandez","STL","RP","RR","Active","26","1","1st","19.32","11%","-2.1%"
"*02i1q*","Orlando Arcia","ATL","SS","LIL","Active","30","1","1st","19.31","30%","-4%"
"*0596f*","Heston Kjerstad","BAL","OF","RUM","Active","26","8","2nd","19.09","57%","-9.7%"
"*05jrh*","Colt Keith","DET","1B,2B","LRB","Active","23","8","2nd","18.79","85%","-3.9%"
"*04z6k*","Luisangel Acuna","NYM","2B,SS","TSN","Minors","23","8","1st","18.59","55%","-8.1%"
"*051em*","Kerry Carpenter","DET","OF","ROX","Active","27","5","2026","18.41","95%","-1%"
"*026lz*","Josh Bell","WSH","1B","KEN","Active","32","7","2nd","18.3","47%","-4.9%"
"*03qyv*","Jake McCarthy","ARI","OF","KEN","Active","27","14","1st","18.26","77%","-3.9%"
"*01s8u*","Mike Trout","LAA","OF","FLA","Active","33","43","1st","17.91","99%","0%"
"*030uc*","Rafael Devers","BOS","3B","TSN","Active","28","50","1st","17.73","100%","0%"
"*04ok3*","Michael Toglia","COL","1B","KEN","Active","26","6","2nd","17.51","93%","-0.7%"
"*041ah*","Josh Lowe","TB","OF","RUM","Active","27","15","4th","17.44","92%","-1.7%"
"*031el*","Danny Jansen","TB","C","WEQ","Active","29","6","2026","17.38","23%","-4.1%"
"*02611*","Francisco Lindor","NYM","SS","WEQ","Active","31","50","1st","17.2","100%","0%"
"*04yrs*","Jhonkensy Noel","CLE","OF,UT","LIL","Active","23","6","1st","16.89","48%","-6.4%"
"*0512v*","Michael Harris II","ATL","OF","LRB","Active","24","15","4th","16.79","100%","-0.1%"
"*03mew*","Luis Arraez","SD","1B,2B","RR","Active","27","6","2025","16.68","98%","-0.1%"
"*03aru*","Joel Payamps","MIL","RP","NJ","Active","30","2","1st","16.66","34%","-5%"
"*05lo5*","Freddy Fermin","KC","C","TSN","Active","29","5","2nd","16.63","15%","-3.8%"
"*0515v*","David Hamilton","BOS","2B,SS","KEN","Active","27","5","2nd","16.63","34%","-5.1%"
"*01ub6*","Jose Ramirez","CLE","3B","YRK","Active","32","57","1st","16.59","100%","0%"
"*04sxv*","Jose Tena","WSH","3B","ROX","Active","24","1","1st","16.01","14%","-5.4%"
"*05gsi*","Ceddanne Rafaela","BOS","SS,OF","WEQ","Active","24","17","1st","15.97","88%","-3.4%"
"*01t9q*","Gary Sanchez","BAL","C","MFR","Active","32","1","1st","15.97","7%","-1.8%"
"*062z3*","Brooks Baldwin","CHW","2B,SS,OF","RUM","Active","24","5","1st","15.79","10%","-2.6%"
"*03qkh*","Paul DeJong","WSH","3B,SS","FLA","Active","31","1","2nd","15.18","18%","-1.8%"
"*05gwy*","Masyn Winn","STL","SS","MCM","Active","23","8","2nd","15.18","93%","-2.3%"
"*04o78*","Matt Wallner","MIN","OF","FLA","Active","27","5","2nd","14.83","74%","-3.2%"
"*02c68*","Trea Turner","PHI","SS","MCM","Active","31","36","1st","14.48","100%","0%"
"*01lum*","Justin Turner","CHC","1B","TSN","Active","40","1","1st","13.95","18%","-3.2%"
"*04yib*","Brett Baty","NYM","2B,3B","LIL","Active","25","2","1st","13.68","44%","-2.2%"
"*01ubo*","Kris Bryant","COL","UT","SML","Active","33","5","1st","13.68","24%","-5%"
"*02i2k*","Byron Buxton","MIN","OF","TSN","Active","31","16","2nd","13.68","93%","-1.1%"
"*03oh0*","Willson Contreras","STL","C,1B","LEX","Active","32","24","2nd","13.68","99%","0%"
"*02i2q*","Carlos Correa","MIN","SS","SML","Active","30","25","1st","13.68","95%","-1%"
"*03bud*","Bryan De La Cruz","ATL","OF","ROX","Active","28","1","1st","13.68","26%","-5.5%"
"*0641c*","Zach Dezenzo","HOU","1B,OF","ISO","Active","24","6","1st","13.68","26%","-6.1%"
"*0518b*","Oliver Dunn","MIL","1B,3B","MCM","Active","27","1","1st","13.68","6%","-1%"
"*04ent*","J.C. Escarra","NYY","C,1B","SML","Active","29","1","1st","13.68","4%","-0.7%"
"*041qd*","Jake Fraley","CIN","OF","WEQ","Active","29","2","1st","13.68","25%","-4.7%"
"*04prc*","Brandon Lockridge","SD","OF","MCM","Active","28","5","1st","13.68","4%","+1.8%"
"*05ahe*","Curtis Mead","TB","1B,2B","NJ","Minors","24","8","1st","13.68","37%","-4.9%"
"*04eey*","MJ Melendez","KC","OF,UT","LEX","Active","26","2","1st","13.68","34%","-6.1%"
"*03022*","Hunter Renfroe","KC","OF","KEN","Active","33","1","1st","13.68","15%","-2.5%"
"*052ru*","Josh Smith","TEX","3B,SS","SHS","Active","27","3","1st","13.68","48%","-5.4%"
"*0512e*","Spencer Steer","CIN","1B,OF","LRB","Active","27","8","3rd","13.68","98%","-0.3%"
"*042af*","Enmanuel Valdez","PIT","2B,OF","ECH","Minors","26","6","2nd","13.68","3%","-0.8%"
"*04si2*","Andrew Vaughn","CHW","1B","RR","Active","26","15","5th","13.68","62%","-5.4%"
"*03qo2*","LaMonte Wade Jr.","SF","1B","ROX","Active","31","1","1st","13.68","28%","-4.6%"
"*05g4k*","Mick Abel","PHI","SP","SML","Minors","23","8","1st","0","26%","-6.4%"
"*03wha*","Ronald Acuna Jr.","ATL","OF","SML","Inj Res","27","44","1st","0","99%","-0.1%"
"*04pkp*","Jordyn Adams","BAL","OF","RUM","Minors","25","10","1st","0","3%","-1%"
"*04qow*","Kevin Alcantara","CHC","OF","SML","Minors","22","10","1st","0","36%","-7.9%"
"*04pvs*","Blaze Alexander","ARI","SS","LRB","Minors","25","6","1st","0","8%","-2.5%"
"*04qnc*","Francisco Alvarez","NYM","C","KEN","Inj Res","23","8","3rd","0","76%","-6.6%"
"*064da*","Nacho Alvarez","ATL","2B","LIL","Inj Res","21","8","2nd","0","18%","-5.6%"
"*04ysv*","Adael Amador","COL","2B","KEN","Minors","21","8","1st","0","35%","-8.5%"
"*05u9z*","Roman Anthony","BOS","OF","CFL","Minors","20","10","1st","0","90%","-3%"
"*066mw*","Rayner Arias","SF","OF","SML","Minors","18","8","1st","0","12%","-3.7%"
"*05gec*","Roderick Arias","NYY","2B,SS","LRB","Minors","20","8","1st","0","20%","-5.7%"
"*05rcj*","Edwin Arroyo","CIN","SS","MFR","Minors","21","8","1st","0","23%","-6.6%"
"*04ew7*","Aaron Ashby","MIL","RP","TSN","Inj Res","26","1","1st","0","19%","-5.1%"
"*05rbs*","Moises Ballesteros","CHC","C","MFR","Minors","21","8","1st","0","34%","-9.1%"
"*05rbv*","Samuel Basallo","BAL","C,1B","NJ","Minors","20","10","1st","0","55%","-7.9%"
"*02c2h*","Chris Bassitt","TOR","SP","SHS","Active","36","7","1st","0","85%","+0.2%"
"*04cwf*","Shane Baz","TB","SP","ECH","Active","25","8","2nd","0","97%","-0.5%"
"*05zde*","Travis Bazzana","CLE","2B","NJ","Minors","22","10","1st","0","58%","-6.7%"
"*04t40*","Brayan Bello","BOS","SP","KEN","Active","25","4","1st","0","80%","-3.4%"
"*06icc*","Eduardo Beltre","MIN","OF","NJ","Minors","18","8","1st","0","13%","-3.6%"
"*06aly*","Carson Benge","NYM","OF","TSN","Minors","22","8","1st","0","24%","-6.9%"
"*05t5m*","Jacob Berry","MIA","3B,OF","RR","Minors","23","8","1st","0","10%","-2.8%"
"*05y23*","Tanner Bibee","CLE","SP","MCM","Active","26","8","2027","0","100%","-0.1%"
"*041rf*","Shane Bieber","CLE","SP","FLA","Inj Res","29","3","1st","0","68%","-5.1%"
"*06650*","Hayden Birdsong","SF","SP","LIL","Active","23","8","2nd","0","64%","-6%"
"*04267*","Hunter Bishop","SF","OF","MFR","Minors","26","8","1st","0","3%","-0.5%"
"*05u2u*","Tyler Black","MIL","UT","NJ","Minors","24","8","1st","0","31%","-9%"
"*04ydi*","Ronel Blanco","HOU","SP","ECH","Active","31","15","2nd","0","97%","-0.3%"
"*05m1c*","Miguel Bleis","BOS","OF","LEX","Minors","21","8","1st","0","17%","-5.2%"
"*02n4s*","Matthew Boyd","CHC","SP","SHS","Active","34","6","1st","0","60%","-2.5%"
"*05jre*","Enrique Bradfield Jr.","BAL","OF","LIL","Minors","23","8","1st","0","25%","-6.7%"
"*0514o*","Cody Bradford","TEX","SP","LEX","Active","27","2","1st","0","49%","-9.8%"
"*04pq4*","Kyle Bradish","BAL","SP","LIL","Inj Res","28","6","2025","0","42%","-6.9%"
"*04pr8*","Taj Bradley","TB","SP","ROX","Active","24","10","3rd","0","98%","-0.1%"
"*04pmb*","Kris Bubic","KC","RP","ISO","Active","27","1","1st","0","56%","+2.2%"
"*041rd*","Corbin Burnes","ARI","SP","LIL","Active","30","41","2025","0","100%","0%"
"*05rb3*","Chase Burns","CIN","SP","CFL","Minors","22","10","1st","0","50%","-7.1%"
"*05u9q*","Jac Caglianone","KC","1B","LIL","Minors","22","10","1st","0","57%","-6.1%"
"*05jsg*","Owen Caissie","CHC","OF","ISO","Minors","22","8","1st","0","39%","-9.1%"
"*062e0*","Cam Caminiti","ATL","SP","ECH","Minors","18","8","1st","0","32%","-7.3%"
"*04p0h*","Diego Cartaya","MIN","C","FLA","Minors","23","8","1st","0","14%","-3.9%"
