"ID","Player","Team","Position","Status","Roster Status","Age","Salary","Contract","Score","Ros","+/-"
"*05mdt*","Evan Carter","TEX","OF","WEQ","Minors","22","10","2nd","0","79%","-8.3%"
"*05gef*","Cade Cavalli","WSH","SP","SHS","Inj Res","26","8","1st","0","29%","-7.1%"
"*05mx9*","Felnin Celesten","SEA","SS","NJ","Minors","19","8","1st","0","33%","-8%"
"*05rik*","Bubba Chandler","PIT","SP","LIL","Minors","22","8","1st","0","81%","-3.9%"
"*05yix*","Jaison Chourio","CLE","OF","YRK","Minors","19","8","1st","0","35%","-7.8%"
"*041qr*","Aaron Civale","MIL","SP","CFL","Active","29","1","1st","0","67%","-3.6%"
"*05u9y*","Max Clark","DET","OF","MCM","Minors","20","10","1st","0","49%","-7.4%"
"*05ge1*","Ryan Clifford","NYM","1B,OF","TSN","Minors","21","8","1st","0","23%","-6.4%"
"*01spo*","Gerrit Cole","NYY","SP","ISO","Inj Res","34","13","1st","0","67%","-9.5%"
"*05u1y*","Cam Collier","CIN","3B","MCM","Minors","20","8","1st","0","33%","-8%"
"*06alk*","Charlie Condon","COL","OF","ECH","Minors","21","10","1st","0","45%","-8.1%"
"*05y30*","Justin Crawford","PHI","OF","MFR","Minors","21","8","1st","0","35%","-7.4%"
"*04ep8*","Kutter Crawford","BOS","SP","RUM","Active","28","5","2025","0","55%","-9.1%"
"*05tcd*","Gavin Cross","KC","OF","MCM","Minors","24","8","1st","0","18%","-5.4%"
"*05ym7*","Fernando Cruz","NYY","RP","NJ","Active","35","1","1st","0","21%","-3.2%"
"*01s99*","Travis d'Arnaud","LAA","C","SHS","Active","36","3","1st","0","15%","-3.5%"
"*01c5l*","Yu Darvish","SD","SP","KEN","Inj Res","38","4","1st","0","80%","-5.6%"
"*04pmv*","Brennen Davis","NYY","UT","RUM","Minors","25","10","1st","0","8%","-2.3%"
"*05oxc*","Henry Davis","PIT","C","WEQ","Minors","25","10","3rd","0","21%","-6.5%"
"*061zv*","Josue De Paula","LAD","OF","MCM","Minors","19","8","1st","0","40%","-8.3%"
"*067yc*","Leodalis De Vries","SD","SS","NJ","Minors","18","8","1st","0","45%","-7.8%"
"*02hjp*","Jacob deGrom","TEX","SP","SML","Active","36","1","2nd","0","99%","-0.2%"
"*05jn0*","Adrian Del Castillo","ARI","C","KEN","Minors","25","10","1st","0","27%","-8.1%"
"*05uei*","Chase DeLauter","CLE","OF","LRB","Minors","23","10","1st","0","50%","-9.4%"
"*0596g*","Reid Detmers","LAA","SP","CFL","Active","25","1","1st","0","50%","-8.9%"
"*03qqf*","Alexis Diaz","CIN","RP","LEX","Inj Res","28","6","2028","0","88%","-4.3%"
"*06agh*","Yilber Diaz","ARI","SP","ROX","Minors","24","5","2nd","0","20%","-6.1%"
"*05uy4*","Dylan Dodd","ATL","RP","LRB","Minors","26","8","1st","0","3%","-0.9%"
"*05yj0*","Chase Dollander","COL","SP","LIL","Minors","23","8","1st","0","51%","-8.3%"
"*04k0w*","Camilo Doval","SF","RP","FLA","Active","27","4","1st","0","49%","-6.6%"
"*06626*","Alfredo Duno","CIN","C","CFL","Minors","19","8","1st","0","15%","-4.6%"
"*05jp9*","Bryce Elder","ATL","SP","LIL","Minors","25","7","2025","0","11%","-2.6%"
"*05u96*","Bryce Eldridge","SF","1B","KEN","Minors","20","8","1st","0","50%","-8.7%"
"*060ub*","Colt Emerson","SEA","SS","YRK","Minors","19","8","1st","0","43%","-8.1%"
"*04ya2*","Daniel Espino","CLE","SP","CFL","Minors","24","10","1st","0","22%","-5.5%"
"*03aay*","Thairo Estrada","COL","2B","WEQ","Inj Res","29","10","2026","0","43%","-11.3%"
"*05g3k*","Yanquiel Fernandez","COL","OF","SML","Minors","22","8","1st","0","21%","-6.6%"
"*05rav*","Richard Fitts","BOS","SP","KEN","Active","25","1","1st","0","42%","+2.5%"
"*04aoq*","Jason Foley","DET","RP","ROX","Active","29","1","2nd","0","59%","-10.2%"
"*05raw*","Harry Ford","SEA","C","ROX","Minors","22","10","1st","0","34%","-8%"
"*0421k*","Bowden Francis","TOR","SP,RP","YRK","Active","28","6","2nd","0","94%","-0.4%"
"*05xu1*","Alex Freeland","LAD","SS","SML","Minors","23","8","1st","0","25%","-6.5%"
"*04psr*","David Fry","CLE","C,1B,OF","RR","Inj Res","29","6","2nd","0","28%","-6.3%"
"*04ni3*","Luis Garcia","HOU","SP","MFR","Inj Res","28","11","2026","0","36%","-10.7%"
"*05u6r*","Robert Gasser","MIL","SP","NJ","Active","25","8","1st","0","24%","-6.7%"
"*05ub0*","Zack Gelof","ATH","2B","ISO","Inj Res","25","4","1st","0","69%","-10%"
"*05r5e*","Angel Genao","CLE","SS","SML","Minors","20","8","1st","0","25%","-6.4%"
"*04s1h*","Luis Gil","NYY","SP","YRK","Inj Res","26","6","2nd","0","80%","-5.7%"
"*05xu0*","Drew Gilbert","NYM","OF","WEQ","Minors","24","8","1st","0","28%","-7.7%"
"*02i37*","Lucas Giolito","BOS","SP","RUM","Active","30","1","1st","0","58%","-5.4%"
"*02btx*","Tyler Glasnow","LAD","SP","ROX","Active","31","50","2nd","0","100%","0%"
"*04ai4*","Nolan Gorman","STL","2B","KEN","Active","24","15","4th","0","64%","-9.1%"
"*05wxw*","Gordon Graceffo","STL","SP,RP","ROX","Minors","25","8","1st","0","11%","-3.3%"
"*05oek*","Elijah Green","WSH","OF","FLA","Minors","21","10","1st","0","18%","-5%"
"*05u3u*","Konnor Griffin","PIT","SS","FLA","Minors","18","10","1st","0","40%","-8.1%"
"*03ysp*","Jay Groome","SD","SP","RR","Minors","26","10","1st","0","3%","-0.6%"
"*05yh3*","Chase Hampton","NYY","SP","TSN","Minors","23","8","1st","0","17%","-5.2%"
"*0510l*","Emerson Hancock","SEA","SP","TSN","Active","25","5","1st","0","26%","-2.3%"
"*05js3*","Kyle Harrison","SF","SP","LIL","Minors","23","10","2nd","0","58%","-11%"
"*05gbe*","Robert Hassell","WSH","OF","KEN","Minors","23","10","1st","0","23%","-6.2%"
"*02mv0*","Andrew Heaney","PIT","SP","KEN","Active","33","1","2nd","0","49%","-0.4%"
"*05jpx*","Tink Hence","STL","SP","FLA","Minors","22","8","1st","0","42%","-8.3%"
"*050w9*","Gunnar Henderson","BAL","SS","ROX","Active","23","8","3rd","0","100%","-0.1%"
"*01ub8*","Liam Hendriks","BOS","RP","SHS","Inj Res","36","7","1st","0","46%","-8.1%"
"*0516h*","DJ Herz","WSH","SP","KEN","Inj Res","24","9","2nd","0","50%","-14.3%"
"*03vcw*","Jordan Hicks","SF","SP","ISO","Active","28","5","1st","0","38%","-5.7%"
"*06eyu*","Zyhir Hope","LAD","OF","YRK","Minors","20","8","1st","0","37%","-8.1%"
"*05gww*","Cade Horton","CHC","SP","SHS","Minors","23","8","1st","0","46%","-8.2%"
"*051ia*","Spencer Horwitz","PIT","1B,2B","SHS","Inj Res","27","7","1st","0","55%","-7.7%"
"*059bx*","Brady House","WSH","3B","KEN","Minors","21","10","1st","0","39%","-9.1%"
"*03aqv*","Raisel Iglesias","ATL","RP","ECH","Active","35","38","1st","0","99%","0%"
"*062pp*","Xavier Isaac","TB","1B","WEQ","Minors","21","8","1st","0","41%","-8.7%"
"*045kb*","Cristian Javier","HOU","SP","WEQ","Inj Res","28","12","2026","0","33%","-6.7%"
"*05u3v*","Walker Jenkins","MIN","OF","KEN","Minors","20","10","1st","0","54%","-7.1%"
"*05rb0*","Jackson Jobe","DET","RP","RR","Active","22","10","1st","0","97%","-0.8%"
"*05rc5*","Termarr Johnson","PIT","2B,SS","LRB","Minors","20","10","1st","0","36%","-8.2%"
"*05tdk*","Druw Jones","ARI","OF","SML","Minors","21","10","1st","0","35%","-7.4%"
"*05h2u*","Jared Jones","PIT","SP","YRK","Inj Res","23","8","2nd","0","94%","-3%"
"*04yi8*","Spencer Jones","NYY","OF","LRB","Minors","23","8","1st","0","44%","-8.5%"
"*051dl*","Edouard Julien","MIN","2B","ROX","Active","25","1","1st","0","30%","-6.1%"
"*05tzg*","Jace Jung","DET","3B","MCM","Minors","24","8","1st","0","42%","-9.9%"
"*05zh9*","Luke Keaschall","MIN","2B","YRK","Minors","22","10","1st","0","36%","-7.8%"
"*05ajg*","Ha-seong Kim","TB","SS","SHS","Inj Res","29","6","2026","0","57%","-8.2%"
"*04yie*","George Kirby","SEA","SP","RR","Active","27","30","4th","0","99%","-0.4%"
"*062k5*","Nick Kurtz","ATH","1B","KEN","Minors","22","10","1st","0","52%","-7.4%"
"*059qm*","Asa Lacy","KC","SP,RP","SHS","Minors","25","10","1st","0","5%","-1.2%"
"*05r1m*","Jordan Lawlar","ARI","SS","ISO","Minors","22","8","1st","0","65%","-7.7%"
"*04yig*","Brooks Lee","MIN","SS","RUM","Inj Res","24","10","2nd","0","46%","-9.4%"
"*05tdl*","Dylan Lesko","TB","SP","WEQ","Minors","21","8","1st","0","22%","-6%"
"*04aeb*","Royce Lewis","MIN","3B","YRK","Active","25","10","3rd","0","96%","-2.4%"
"*05r64*","Thayron Liranzo","DET","C,1B","CFL","Minors","21","8","1st","0","23%","-6.7%"
"*05xu8*","Tyler Locklear","SEA","1B","TSN","Minors","24","8","2nd","0","22%","-7.6%"
"*06b72*","George Lombard Jr.","NYY","SS","ECH","Minors","19","8","1st","0","28%","-6.3%"
"*02brf*","Jorge Lopez","WSH","RP","MFR","Active","32","1","1st","0","12%","-2.7%"
"*02hir*","Michael Lorenzen","KC","SP","LRB","Active","33","5","1st","0","29%","-2.9%"
"*061bo*","Rhett Lowder","CIN","SP","MCM","Inj Res","23","8","2nd","0","62%","-8.4%"
"*04ooy*","Marco Luciano","SF","2B,SS","KEN","Minors","23","8","1st","0","28%","-7.5%"
"*06ibv*","Jesus Made","MIL","SS","ISO","Minors","17","10","1st","0","42%","-8.2%"
"*02x0f*","Sean Manaea","NYM","SP","WEQ","Inj Res","33","2","1st","0","90%","-2.3%"
"*04erc*","Ron Marinaccio","SD","RP","MFR","Minors","29","5","2025","0","1%","-0.5%"
"*04qnd*","Noelvi Marte","CIN","3B","YRK","Minors","23","10","2nd","0","49%","-9.9%"
"*02c4q*","Nick Martinez","CIN","SP,RP","ISO","Active","34","1","1st","0","81%","+0.9%"
"*04mms*","Orelvis Martinez","TOR","2B","ISO","Minors","23","8","1st","0","38%","-9.2%"
"*060gd*","Quinn Mathews","STL","SP","CFL","Minors","24","8","1st","0","55%","-7.6%"
"*066cf*","Zebby Matthews","MIN","SP","NJ","Minors","24","13","2nd","0","50%","-7%"
"*04fyo*","Ronny Mauricio","NYM","2B","TSN","Inj Res","23","10","1st","0","35%","-8%"
"*041r5*","Dustin May","LAD","SP","ECH","Active","27","3","1st","0","79%","-0.6%"
"*05r9j*","Marcelo Mayer","BOS","SS","ROX","Minors","22","10","1st","0","57%","-5.9%"
"*05js5*","Coby Mayo","BAL","3B","MCM","Minors","23","8","1st","0","68%","-9.4%"
"*04mlt*","Shane McClanahan","TB","SP","LEX","Inj Res","27","16","1st","0","98%","-0.6%"
"*026l1*","Lance McCullers Jr.","HOU","SP","LIL","Inj Res","31","6","2025","0","28%","-4.8%"
"*05yby*","Kevin McGonigle","DET","2B,SS","MCM","Minors","20","10","1st","0","39%","-7.6%"
"*05y7s*","Nolan McLean","NYM","UT,SP","CFL","Minors","23","8","1st","0","14%","-4.3%"
"*04pmn*","Parker Meadows","DET","OF","YRK","Inj Res","25","7","2nd","0","71%","-9.5%"
"*066cn*","Wade Meckler","SF","OF","MFR","Minors","24","6","2025","0","6%","-1.9%"
"*03dau*","Trevor Megill","MIL","RP","YRK","Active","31","12","2nd","0","88%","-0.4%"
"*061gx*","Jacob Melton","HOU","OF","ISO","Minors","24","8","1st","0","27%","-7.6%"
"*05a2d*","Max Meyer","MIA","SP","RR","Active","26","10","2nd","0","66%","-0.7%"
"*062yr*","Noble Meyer","MIA","SP","ISO","Minors","20","10","1st","0","34%","-7.6%"
"*05u36*","Aidan Miller","PHI","SS","NJ","Minors","20","8","1st","0","40%","-7.7%"
"*05gwz*","Bobby Miller","LAD","SP","LIL","Minors","25","10","3rd","0","55%","-9%"
"*061yu*","Jacob Misiorowski","MIL","SP,RP","LRB","Minors","22","10","1st","0","48%","-9.1%"
"*04mlf*","Casey Mize","DET","SP","MCM","Active","27","3","1st","0","64%","-0.5%"
"*02yg3*","Frankie Montas","NYM","SP","ROX","Active","32","1","1st","0","43%","-7.9%"
"*05rfc*","Lazaro Montes","SEA","OF","YRK","Minors","20","8","1st","0","41%","-8.5%"
"*05rcg*","Braden Montgomery","CHW","OF","WEQ","Minors","21","10","1st","0","36%","-8%"
"*05rch*","Colson Montgomery","CHW","SS","NJ","Minors","23","8","1st","0","47%","-9.1%"
"*06cq8*","Christian Moore","LAA","2B","WEQ","Minors","22","10","1st","0","52%","-9.1%"
"*06ibo*","Emil Morales","LAD","SS","ISO","Minors","18","8","1st","0","26%","-7.1%"
"*0662m*","Luis Morales","ATH","SP","WEQ","Minors","22","8","1st","0","18%","-5.2%"
"*03aoy*","Sean Murphy","ATL","C","RR","Inj Res","30","15","5th","0","61%","-5.5%"
"*041sz*","Tobias Myers","MIL","SP","LRB","Inj Res","26","6","2nd","0","72%","-6.6%"
"*05xu5*","Zach Neto","LAA","SS","YRK","Inj Res","24","14","2026","0","86%","-5.2%"
"*05y3p*","Arjun Nimmala","TOR","SS","FLA","Minors","19","8","1st","0","26%","-7%"
"*02i3o*","Aaron Nola","PHI","SP","KEN","Active","31","42","2nd","0","100%","0%"
"*05tce*","Connor Norby","MIA","3B","MCM","Active","24","8","2nd","0","78%","-8.1%"
"*0425t*","Bailey Ober","MIN","SP","ISO","Active","29","11","2025","0","99%","0%"
"*05uv5*","Abimelec Ortiz","TEX","1B","SML","Minors","23","8","1st","0","14%","-4.8%"
"*05xsq*","Luis Ortiz","CLE","SP,RP","RR","Active","26","1","1st","0","48%","-6.4%"
"*04psu*","James Outman","LAD","OF","LIL","Minors","27","8","2026","0","11%","-4%"
"*03qne*","Chris Paddack","MIN","SP","FLA","Active","29","6","1st","0","28%","+0.3%"
"*05r3i*","Andrew Painter","PHI","SP","SML","Minors","21","10","1st","0","76%","-5.7%"
"*05jrc*","Kevin Parada","NYM","C","NJ","Minors","23","8","1st","0","11%","-3.4%"
"*05jqy*","Mitchell Parker","WSH","SP","KEN","Active","25","5","1st","0","45%","-4.1%"
"*05aoc*","Eury Perez","MIA","SP","FLA","Inj Res","21","10","3rd","0","66%","-6.5%"
"*04an8*","Wenceel Perez","DET","OF,UT","MCM","Inj Res","25","10","2nd","0","15%","-4.7%"
"*04g1x*","David Peterson","NYM","SP","TSN","Active","29","5","2nd","0","69%","-1.4%"
"*03qto*","Evan Phillips","LAD","RP","SML","Active","30","6","2025","0","30%","-6.5%"
"*0316j*","Nick Pivetta","SD","SP","KEN","Active","32","1","2026","0","95%","-0.4%"
"*05xop*","Cade Povich","BAL","SP","WEQ","Active","24","1","1st","0","43%","-2.4%"
"*067xj*","Cooper Pratt","MIL","SS","CFL","Minors","20","8","1st","0","26%","-7%"
"*056j2*","Reginald Preciado","CHC","SS","LRB","Minors","21","8","1st","0","3%","-0.7%"
"*050vn*","Quinn Priester","BOS","SP","RR","Minors","24","5","2nd","0","16%","-5.5%"
"*03yso*","A.J. Puk","ARI","RP","ROX","Active","29","6","2025","0","78%","-3%"
"*05gss*","Jeferson Quero","MIL","C","MCM","Minors","22","8","1st","0","29%","-7.6%"
"*05yai*","Bryce Rainer","DET","SS","KEN","Minors","19","8","1st","0","32%","-7.8%"
"*04z6m*","Agustin Ramirez","MIA","C,1B","YRK","Minors","23","8","1st","0","36%","-8.6%"
"*059bs*","Bryan Ramos","CHW","3B","SHS","Inj Res","23","8","2nd","0","17%","-5.1%"
"*04eee*","Drew Rasmussen","TB","RP","CFL","Active","29","12","1st","0","81%","-0.2%"
"*025j1*","Robbie Ray","SF","SP","MFR","Active","33","11","2025","0","96%","-0.1%"
"*04azu*","Kumar Rocker","TEX","SP","TSN","Active","25","21","2nd","0","91%","-0.3%"
"*029si*","Eduardo Rodriguez","ARI","SP","SHS","Active","31","3","1st","0","64%","-2.1%"
"*054p6*","Emmanuel Rodriguez","MIN","OF","YRK","Minors","22","8","1st","0","48%","-8.5%"
"*04pko*","Grayson Rodriguez","BAL","SP","NJ","Inj Res","25","8","3rd","0","98%","-0.3%"
"*066o8*","Jeremy Rodriguez","NYM","SS","LEX","Minors","18","8","1st","0","6%","-2.1%"
"*02n3l*","Taylor Rogers","CIN","RP","WEQ","Active","34","1","1st","0","16%","-0.8%"
"*05y72*","Landen Roupp","SF","RP","ECH","Active","26","7","1st","0","39%","+0.4%"
"*05xtz*","Dalton Rushing","LAD","C,OF","LIL","Minors","24","8","1st","0","56%","-8.1%"
"*05ynx*","River Ryan","LAD","SP","LIL","Inj Res","26","8","2nd","0","24%","-6.8%"
"*05ybr*","Ethan Salas","SD","C","FLA","Minors","18","8","1st","0","43%","-7.8%"
"*052c8*","Cristopher Sanchez","PHI","SP","SML","Active","28","7","2025","0","99%","-0.1%"
"*03nru*","Jesus Sanchez","MIA","OF","ISO","Inj Res","27","4","1st","0","54%","-7.8%"
"*06ho7*","Paulino Santana","TEX","OF","YRK","Minors","18","8","1st","0","17%","-5.3%"
"*04ee7*","Clarke Schmidt","NYY","SP","LIL","Active","29","8","1st","0","87%","-2.9%"
"*05uc7*","Noah Schultz","CHW","SP","NJ","Minors","21","10","1st","0","55%","-7.7%"
"*05xpq*","Christian Scott","NYM","SP","TSN","Inj Res","25","8","2nd","0","27%","-7.1%"
"*04eld*","J.P. Sears","ATH","SP","MCM","Active","29","1","1st","0","47%","-2.3%"
"*04a2t*","Kodai Senga","NYM","SP","CFL","Active","32","25","1st","0","99%","0%"
"*0622w*","Chandler Simpson","TB","OF","NJ","Minors","24","10","1st","0","38%","-9%"
"*03pov*","Brady Singer","CIN","SP","FLA","Active","28","7","1st","0","93%","+0.3%"
"*05zd4*","Hagen Smith","CHW","SP","SML","Minors","21","10","1st","0","44%","-7.5%"
"*05uy5*","AJ Smith-Shawver","ATL","SP","LIL","Active","22","17","2025","0","66%","+1.4%"
"*061mh*","Robby Snelling","MIA","SP","KEN","Minors","21","8","1st","0","31%","-7.5%"
"*03pjf*","Mike Soroka","WSH","SP,RP","ROX","Active","27","1","1st","0","34%","-8.1%"
"*0515o*","Brandon Sproat","NYM","SP","CFL","Minors","24","10","1st","0","48%","-8.3%"
"*02j7h*","Jacob Stallings","COL","C","KEN","Active","35","5","1st","0","8%","-1.4%"
"*01cdf*","Giancarlo Stanton","NYY","UT","KEN","Inj Res","35","7","1st","0","47%","-7.7%"
"*03pix*","Tyler Stephenson","CIN","C","NJ","Active","28","15","5th","0","70%","-7.5%"
"*05mre*","Spencer Strider","ATL","SP","LIL","Active","26","7","2028","0","99%","-0.1%"
"*03et8*","Ranger Suarez","PHI","SP","WEQ","Inj Res","29","1","2027","0","91%","-2.5%"
"*04b01*","Tomoyuki Sugano","BAL","SP","WEQ","Active","35","9","1st","0","75%","-3.1%"
"*05y7n*","Jarlin Susana","WSH","SP","SML","Minors","21","10","1st","0","35%","-7.7%"
"*05ycl*","Travis Sykora","WSH","SP","MCM","Minors","20","8","1st","0","36%","-8.2%"
"*05wy1*","Brayden Taylor","TB","3B,SS","WEQ","Minors","22","8","1st","0","28%","-7.5%"
"*066er*","Grant Taylor","CHW","SP","YRK","Minors","22","8","1st","0","22%","-5.1%"
"*05wxy*","Kyle Teel","CHW","C","FLA","Minors","23","10","1st","0","46%","-8.9%"
"*04n0p*","Zack Thompson","STL","RP","CFL","Minors","27","5","2nd","0","2%","-0.6%"
"*05yb1*","Drew Thorpe","CHW","SP","ISO","Inj Res","24","8","1st","0","29%","-10.2%"
"*05u2q*","Blade Tidwell","NYM","SP","TSN","Minors","23","8","1st","0","16%","-4.4%"
"*05js6*","Ricky Tiedemann","TOR","SP","CFL","Minors","22","10","1st","0","35%","-7.9%"
"*041pq*","Taylor Trammell","HOU","OF","SHS","Minors","27","15","5th","0","1%","-0.4%"
"*05ucf*","James Triantos","CHC","2B","WEQ","Minors","22","8","1st","0","30%","-8.1%"
"*05jse*","Tommy Troy","ARI","SS","SML","Minors","23","8","1st","0","23%","-6.6%"
"*04tji*","Edwin Uceta","TB","RP","ISO","Active","27","8","1st","0","49%","-4.4%"
"*05nso*","Abner Uribe","MIL","RP","FLA","Active","24","3","1st","0","19%","-4.9%"
"*04fqi*","George Valera","CLE","OF","LRB","Minors","24","8","1st","0","12%","-3.5%"
"*04efa*","Daulton Varsho","TOR","OF","LEX","Inj Res","28","7","1st","0","50%","-7.4%"
"*05gbg*","Zac Veen","COL","OF","FLA","Minors","23","10","1st","0","44%","-7.9%"
"*04pqq*","Matt Vierling","DET","3B,OF","CFL","Inj Res","28","2","1st","0","47%","-7.2%"
"*02iug*","Michael Wacha","KC","SP","ECH","Active","33","2","2nd","0","86%","-1.1%"
"*0662o*","Sebastian Walcott","TEX","3B,SS","FLA","Minors","19","8","1st","0","49%","-7.1%"
"*0603p*","Hurston Waldrep","ATL","SP","LIL","Minors","23","10","1st","0","37%","-8.6%"
"*051e5*","Matt Waldron","SD","SP","RR","Active","28","5","2nd","0","17%","-5.5%"
"*05yaz*","Will Warren","NYY","SP","LRB","Active","25","8","1st","0","48%","-4.1%"
"*04mnw*","Ryan Weathers","MIA","SP","LRB","Inj Res","25","6","2nd","0","54%","-12.4%"
"*0514f*","Hayden Wesneski","HOU","SP,RP","CFL","Active","27","8","3rd","0","35%","-4.2%"
"*06aw3*","JJ Wetherholt","STL","SS","TSN","Minors","22","10","1st","0","46%","-7.8%"
"*05tp6*","Thomas White","MIA","SP","FLA","Minors","20","8","1st","0","38%","-7.9%"
"*041m3*","Forrest Whitley","HOU","RP","SHS","Inj Res","27","10","1st","0","9%","-2.4%"
"*05ubi*","Brock Wilken","MIL","3B","KEN","Minors","22","10","1st","0","26%","-7.4%"
"*05t9n*","Carson Williams","TB","SS","FLA","Minors","21","8","1st","0","52%","-7.6%"
"*060la*","Jett Williams","NYM","SS","SML","Minors","21","10","1st","0","37%","-8.2%"
"*0311b*","Trevor Williams","WSH","SP","TSN","Active","32","1","1st","0","25%","-2.9%"
"*05y62*","Bryan Woo","SEA","SP","RUM","Active","25","11","2026","0","99%","-0.2%"
"*02bu3*","Brandon Woodruff","MIL","SP","ISO","Inj Res","32","8","1st","0","94%","-0.7%"
"*04pmp*","Simeon Woods-Richardson","MIN","SP","ECH","Active","24","8","2nd","0","43%","-5.1%"
"*05y9r*","Justin Wrobleski","LAD","SP","ISO","Minors","24","6","2nd","0","19%","-5.1%"
"*03ner*","Juan Yepez","WSH","1B","RUM","Active","27","1","1st","0","10%","-3.2%"
"*05js7*","Nick Yorke","PIT","2B","NJ","Minors","22","10","1st","0","31%","-8.2%"
"*05rc3*","Masataka Yoshida","BOS","UT","TSN","Inj Res","31","1","1st","0","42%","-9.1%"
"*05y7x*","Cole Young","SEA","2B,SS","TSN","Minors","21","10","1st","0","36%","-8.4%"
"*05rdr*","Samuel Zavala","CHW","OF","YRK","Minors","20","8","1st","0","10%","-3.4%"
